Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
16-161,Mazda new circuit for equipement,New circuit,1421 Renyolds,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/4/2016," $3,686 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Mazda,Ken Cogliano,,,,,,,,,,,,,,,,,,,,,
16-162,Telepacific new power for L6-30 outlets,2 new L6-30 outlets,72 Corporate Park,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/4/2016," $1,867 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Telepacific,Michael Yee,,,,,,,,,,,,,,,,,,,,,
16-163,Pimco 14th floor room 14-110 split,Add wall and split room,650 Newport Center,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/7/2016," $5,418 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Ryan Frasier,,,,,,,,,,,,,,,,,,,,,
16-164,The Rinks  Great Park Ice Rinks,3 Ice Rinks,,Irvine,CA, 441 OC ,, Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/12/2016," $7,173,808 ",,,,,,,,,,,Awarded,2%, $- ,,,8/1/2017,J-17-194," $7,989,687 ",,,,Swinerton,Chris Spencer,,,,,,,,,,,,,,,,,,,,,
16-165,Anaheim Generat Hospital,Revise Engineering or existing Hosp,3350 W. Ball Road,Anaheim,CA, 441 OC ," 65,000 ", Specialty , Negotiated , Design/ Assist , Frank , Est. , CA ,3/9/2016," $31,028 ",,,,,,,,,,,Not Built,5%, $- ,,,,,,,,,HBC,Craig Rolf,,,,,,,,,,,,,,,,,,,,,
16-166,Bbraun Training area remodel,Remodel for Intergrated interiors,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/8/2016," $6,580 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Integrated Interior,Tim Young,,,,,,,,,,,,,,,,,,,,,
16-167,Bbraun ASC 4 area to Enviromental Lab conversion,Convert office to lab,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/8/2016," $22,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Bbraun,Steve Hewes,,,,,,,,,,,,,,,,,,,,,
16-168,AAA Outlet feed re-route and add one outlet,Add one outlet and move feed for 3,2601 S. Figuroa,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,3/8/2016," $2,874 ",,,,,,,,,,,Pending,5%, $144 ,,,,,,,,,AAA,Scott Beach,,,,,,,,,,,,,,,,,,,,,
16-169,Long Beach Wheel LED Retrofit,Demo existing and install LED lighting,95 S. Pine St.,Long Beach,CA, 11 LA ,, Specialty , Competitive , Design/Build , Steve  , Est. , CA ,3/9/2016," $146,285 ",,,,,,,,,,,Pending,5%," $7,314 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-170,Lakeshore Towers Parking Structure,"7-Story  Extension, Shell/Core/Site",18155 Von Karman  Ave,Irvine,CA, 441 OC ,, Parking Structure , Competitive , Engineered , Brian , Est. , CA ,3/30/2016," $1,614,849 ",,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Snyder Langston,,,,,,,,,,,,,,,,,,,,,,
16-171,The Village at Tustin Legacy,New (6) Retail/Rest Bldg's & Pad's,Tustin Ranch & Edinger,Tustin,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Steve  , Est. , CA ,4/1/2016," $1,626,563 ",,,,,,,,,,,Lost,5%, $- ,,,,,,,,,Snyder Langston,Omar Martinez,,,,,,,,,,,,,,,,,,,,,
16-172,Blizzard Irvine Oaks Boring Project,(9) Location Breakdown for boring,16241 Laguna Canyon,Irvine,CA, 441 OC ,, Specialty , Budget , Design/Build , Steve  , Est. , CA ,3/18/2016,,,,,,,,,,,,Bidding,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-173,Hoag Coastal Cardology Suite ,Tenant Improvement,16305 Sand Canyon ,Irvine,CA, 441 OC ," 1,208 ", TI , Negotiated , Engineered , Frank , Est. , CA ,3/21/2016," $41,430 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
16-174,AT&T Cerritos Emon meter install,install meters and outlets,12900 Park Plaza Dr,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/16/2016," $13,122 ",,,,,,,,,,,Pending,5%, $656 ,,,,,,,,,ATT&T,Matt Fletcher,,,,,,,,,,,,,,,,,,,,,
16-175,Epson Carson new charger power connection,power to new chargers,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/17/2016," $3,492 ",,,,,,,,,,,Pending,5%, $175 ,,,,,,,,,Epson,Nia Smith,,,,,,,,,,,,,,,,,,,,,
16-176,Time Warner Lighting reto and exit signs,Retrofit 5 recess cans and exit signs,6314 Arizona Place,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/28/2016," $4,945 ",," $2,100 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,TWC,Jason M,,,,,,,,,,,,,,,,,,,,,
16-177,Cylance 2 outlets for TV in POS Lab,add 2 outlets for TVs in POS lab,18201 Von Karman #700,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/18/2016, $550 ,,,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Cylance,Issac Sanders,,,,,,,,,,,,,,,,,,,,,
16-178,Jon Simon fire damage,Repair fire damage wiring,15 Winterbranch,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/15/2016," $4,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Jon Simon,,,,,,,,,,,,,,,,,,,,,,
16-179,Jon Simon Flip remodel,Remodel home and service,16 Morning Dove,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/15/2016," $24,050 ",,,,,,,,,,,Pending,5%," $1,203 ",,,,,,,,,Jon Simon,,,,,,,,,,,,,,,,,,,,,,
16-180,OCWR Interconnect Project,Gas to Energy Project,3099 East Santiago Canyon,Silverada,CA, 441 OC ,, Specialty , Select Bid List , Engineered , Brian , Est. , CA ,4/1/2016," $105,896 ",,,,,,,,,,,Pending,5%," $5,295 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-181,Fountain Valley Regional Blue Pillar work,Connect Blue Pillar wiring,,Fountain Valley ,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,3/21/2016," $8,672 ",, $878 , $600 ,,,,,,,,Pending,5%, $434 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-182,Bbraun outdoor patio lunch area renovation,Add new outlets and circuit,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2016," $9,212 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-183,Technicolor add work stations,add 9 new workstations,3401 Centrelake,Ontario,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2016," $1,440 ",," $1,500 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-184,Cylance Freezer and coke machine power,New circuits and trace wiring,18201 Von Karman #700,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2016," $2,468 ",, $750 ,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-185,OCC Install customer furnished fixtures in classrooms,Install customer furnished fixtures,Fairview and Adams,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2016," $6,992 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-186,Pacific Life,Tenant Improvement,45 Enterprise ,Aliso Viejo,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,3/29/2016," $20,644 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-187,CBRE Landscape Palm  tree Lighitng,Palm tree lighting,1400-1600 Douglas Rd.,Anaheim,CA, 441 OC ,, Site , Select Bid List , Engineered , Doyle , S.P. , CA ,3/23/2016," $39,870 ",," $3,000 ",,,,,,,,,Pending,5%," $1,994 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-188,First American Arc Flash and Panel trace ,Trace circuits and Arc Flash studies,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/28/2016," $37,050 ",," $89,000 ",,,,,,,,,Pending,5%," $1,853 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-189,TWC Office Restack,Restack office Layout,6021 Katella Blvd,Cypress,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/25/2016," $4,070 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-190,First American office outlet,New outlet in office 9.1004P,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/24/2016, $650 ,,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-191,OCC Kiosk project,Power and conduit for new Kiosk,Fairview and Adams,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Engineered , Doyle , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-192,Leaps & Bounds ,Fire Alarm Install,2106 Pontius Ave,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,3/29/2016," $19,300 ",,,,,,,,,,,Lost,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-193,OCC Vending Machine circuit,4 circuits for vending maching relo,Fairview and Adams,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/30/2016," $1,997 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-194,OCC Trailer rewire due to burn panel,Rewire circuits in trailer,Fairview and Adams,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/30/2016," $5,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-195,Hoag Irvine Door opener power,2 locations for new circuits,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/31/2016," $4,700 ",,,,,,,,,,,Pending,10%, $470 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-196,Blizzard B11 BONS,Tenant Improvement,16261 Laguna Canyon Rd,Irvine,CA, 441 OC ," 10,537 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,4/1/2016," $221,221 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Adam Herig,,,,,,,,,,,,,,,,,,,,,
16-197,Cylance added workstation building next door,New cubical feed and data stub,18500 Von Karman,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/1/2016," $1,940 ",,,,,,,,,,,Pending,5%, $97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-198,Carrington Enterprise add 4 outlets,add 4 outlets and 2 circuits,25 Enterprise,Aliso Viejo,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2016," $1,850 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-199,Pacific Arts PS Seismic Upgrade,Seismic Upgrade ,3201 Park Center Drive,Costa Mesa,CA, 441 OC ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,4/11/2016," $55,981 ",,,,,,,,,,,Pending,5%," $2,799 ",,,,,,,,,Cuesta Construction,David,,,,,,,,,,,,,,,,,,,,,
16-200,Blizzard B3 Café,Tenant Improvement,16205 Laguna Canyon Road,Irvine,CA, 441 OC ," 39,000 ", TI , Budget , Design/ Assist , Frank , Est. , CA ,4/6/2016," $368,357 ",,,,,,,,,,,Pending,30%," $110,507 ",,,,,,,,,HBC,Adam Herig,,,,,,,,,,,,,,,,,,,,,
16-201,PIPE Local 582 2nd Floor improvements,Tenant Improvement,1918 W. Chapman,Orange,CA, 441 OC ," 5,000 ", TI , Negotiated , Design/Build , Frank , Est. , CA ,4/16/2016," $7,979 ",,,,,,,,,,,Pending,30%," $2,394 ",,,,,,,,,United Rigers,M.Romero,,,,,,,,,,,,,,,,,,,,,
16-202,SpaceX load studies 4 locations,SpaceX Load Studies,1 Rocket Road,Hawthorne,CA, 11 LA ,, Specialty , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/8/2016," $4,400 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,SpaceX,,,,,,,,,,,,,,,,,,,,,,
16-203,Blizzard Bld 3 battle.net restack,Blizzard Bld 3 restack,16225 Alton Pkwy,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/8/2016," $1,800 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Datacom,My Trieu,,,,,,,,,,,,,,,,,,,,,
16-204,Spartan Avionics lower wall switch for ADA,Spartan Avionic wall switch adjustment,8911 Aviation Blvd,Inglewood,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/8/2016," $12,600 ",," $4,750 ",,,,,,,,,Pending,5%, $630 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-205,Walnut Village Center,Parking Lot & Bldg renovation,14407-14493 Culver Drive,Irvine,CA, 441 OC ,, Site , Select Bid List , Engineered , Steve  , Est. , CA ,4/18/2016," $137,483 ",,,,,,,,,,,Awarded,5%, $- ,,,,,,,,,Snyder Langston,Larry Witten,,,,,,,,,,,,,,,,,,,,,
16-206,Rising Sun Sushi front wall fixture,Replace 16' long wall fixture,272 Harbor Drive South,Oceanside,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/8/2016, $870 ,, $400 ,,,,,,,,,Pending,5%, $44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-207,Pimco add outlet and data stub 18th floor,Add oultet on tapped circuit and data ,650 Newport Center,Newport Beach,CA,441 OC,, TI, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/11/2016, $750 ,,,,,,,,,,,Pending,10%, $75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-208,Blizzard 5J LATAM,Tenant Improvement,5 Jenner,Irvine,CA, 441 OC ," 5,376 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,4/21/2016," $173,862 ",,,,,,,,,,,Pending,10%," $17,386 ",,,,,,,,,HBC,Adam Herig,,,,,,,,,,,,,,,,,,,,,
16-209,Irvine Oaks Parking Structure,New Parking Structure,16241 Laguna Canyon Rd.,Irvine,CA, 441 OC ," 131,769 ", Parking Structure , Select Bid List , Engineered , Steve  , Est. , CA ,4/22/2016," $165,907 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Sanders Const.,Megan Lyon,,,,,,,,,,,,,,,,,,,,,
16-210,Union Bank H.Q. ,Tenant Improvement,445 South Figueroa,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,4/18/2016,,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Turelk,,,,,,,,,,,,,,,,,,,,,,
16-211,RSM TI Modify,TI modify for 4th floor,18401 Von Karman,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/13/2016," $29,500 ",," $4,000 ",,,,,,,,,Pending,5%," $1,475 ",,,,,,,,,Howard Building,Nichole Martinez,,,,,,,,,,,,,,,,,,,,,
16-212,Teachers Credit Union Outside Lighting,Outside lighting rework,11745 Telegraph Rd,Santa Fe Springs,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/22/2016," $19,225 ",," $1,275 "," $1,120 ",,,,,,,,Pending,5%, $961 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-213,TWC Outside wall pack replacment,Replace 6 wall packs,4352 S. Hoover,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/15/2016," $3,650 ",,,,,,,,,,,Pending,5%, $183 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-214,Newport Orthopedic & Capital Restrooms,Tenant Improvement,22 Corporate Plaza,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Brian , Est. , CA ,4/19/2016," $157,052 ",," $3,000 "," $2,000 ", $828 , $568 ," $1,150 "," $2,089 ",,,,Pending,5%," $7,853 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-215,First American Bld 2 add oultet in 2.1018P,Add 1 outlet in exisitng opening,2 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/18/2016, $420 ,,,,,,,,,,,Pending,5%, $21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-216,HHI Cooling Tower Filltration,Power to new roof equipment,16200 Sand Canyon,Irvine,ca, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,4/21/2016," $9,637 ",,,,,,,,,,,Pending,10%, $964 ,,6/20/2016,,,,,,,Nelson + Morris,,,,,,,,,,,,,,,,,,,,,,
16-217,WFSI Relocation ,Tenant Improvement,333 Grand,Los Angeles,CA, 11 LA ,, TI , Competitive , Design/Build , Steve  , Est. , CA ,5/5/2016," $80,964 ",,,,,,,,,,,Pending,10%," $8,096 ",,,,,,,,,Turelk,M. Rameriz,,,,,,,,,,,,,,,,,,,,,
16-218,Youngs Market upstairs copier outlet/circuits,New circuits and outlets for (2) copiers,Franklin Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/22/2016," $2,862 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-219,First American Short Circuit Study site validation,Site Research,9 First American Way,Santa Ana,CA, 441 OC ,, Specialty , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/25/2016," $7,650 ",," $3,600 ",,,,,,,,,Pending,10%, $765 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-220,"5000 Birch Street, Central Plant Feeders",Water Intrusion Repair,5000 Birch Street,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,4/26/2016," $199,770 ",,,,,,,,,,,Pending,15%," $29,966 ",,,,,,,,,John Hancock ,Tony Alaniz,,,,,,,,,,,,,,,,,,,,,
16-221,Paclife new 4th floor outlet and data stub,Data stub and outlet,700 Newport Center Dr,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/25/2016, $720 ,,,,,,,,,,,Pending,10%, $72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-222,Vans HQ,Tenant Improvement,1588 South Coast Drive,Costa Mesa,CA, 441 OC ," 175,000 ", TI , Budget , Engineered , Jeff P. , Est. , CA ,5/2/2016," $4,891,670 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,HBC,Adam Herig,,,,,,,,,,,,,,,,,,,,,
16-223,UC Path Fiirst Floor,Tenant Improvement,,Riverside,CA, 440 RS ," 14,000 ", TI , Negotiated , Design/Build , Frank , Est. , CA ,5/2/2016," $897,878 ",," $33,061 ",,,,,,,,,Pending,10%," $89,788 ",,,,,,,,,Swinerton,David An,,,,,,,,,,,,,,,,,,,,,
16-234,Blizzard B13 Battlenet,Tenant Improvement,16275 Laguna Canyon Road,Irvine,CA, 441 OC ," 41,309 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/4/2016," $959,586 ",,,,,,,,,,,Pending,10%," $95,959 ",,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
16-225,PacLife Thread furniture connection,Cut back existing circuit and tie to new,45 Enterprise,Aliso Viejo,CA, 441 OC ," 1,350 ",, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/26/2016," $1,350 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-226,TWC Warehouse lighting to split exisitng circuits,Split circuits for existing lighting,560 S. Promonade,Corona,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/25/2016," $4,380 ",,,,,,,,,,,Pending,5%, $219 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-227,"Hershorin & Henry, LLP energy saving project",Energy saving options,26475 Rancho Parkway South,Lake Forest,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/26/2016," $2,600 ",," $9,000 "," $11,800 ",,,,,,,,Pending,5%, $130 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-228,Bbraun CFM AHU-19 replacment,Replace 2 ac units,2525 Mcgaw,Irvine,CA, 441 OC ,,, Select Bid List , Engineered , Doyle , S.P. , CA ,4/26/2016," $44,859 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-229,Bbraun wire mold for printer outlets,Wiremold for printer outlets,2525 Mcgaw,Irvine,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/26/2016," $1,963 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-230,TWC parking lot lighting additon and repair,Add lighting in back and replace base covers,4077 W. Stetson,Hemet,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,4/27/2016," $16,600 ",,,,,,,,,,,Pending,5%, $830 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-231,28th Floor Spec Suites,Tenant Improvement,,Los Angeles,CA, 441 OC ,,,,, Brian ,,,,,,,,,,,,,,,Bidding,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-232,Bbraun Lake control room rework,Rework control room for lake pump,2525 Mcgaw,Irvine,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/5/2016," $40,758 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,Bbraun,Rodger Taylor,Bbraun,Rodger Taylor,,,,,,,,,,,,,,,,,,,,,
16-233,AAA rework control room for fountain pumps,Rework control room for fountain pumps,3333 Fairview Road,Costa Mesa,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/2/2016," $18,616 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,Cushman Wake,Jim Thys,Cushman Wake,Jim Thys,,,,,,,,,,,,,,,,,,,,,
16-234,Westside temp power to trailer,Temp feed for construction trailer,1111 E. Howell,Anaheim,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/4/2016," $1,793 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,Westside Supply,Jared Rabin,Westside Supply,Jared Rabin,,,,,,,,,,,,,,,,,,,,,
16-235,Burnt Crumbs Los Olivos,Small Restaurant TI,8549 Irvine Center Drive,Irvine,CA, 441 OC ," 1,792 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/4/2016," $114,268 ",,,,,,,,,,,Lost,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-236,B-Braun Mezz Office Remodel,Mezzanine office relocation,2525 Mcgaw,Irvine,CA, 441 OC ," 2,225 ", TI , Select Bid List , Engineered , Brian , Est. , CA ,5/12/2016,,,,,,,,,,,,,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-237,Westside building new outlers in tile warehouse,New outlets in Tile Warehouse,1111 E. Howell,Anaheim,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/4/2016, $996 ,,,,,,,,,,,Pending,40%, $398 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-238,Epson Carson outlets and lighting for warehouse,New outlets and lighting in warehouse,1650 Glenn Curtiss,Carson,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/4/2016," $4,630 ",," $1,450 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-239,C2 Reprographics Office TI budget,TI office/warehouse new space,426 W. Florence Ave,Inglewood,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/5/2016," $41,950 ",,,,,,,,,,,Pending,40%," $16,780 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-240,First American Bld 4 cubical work,Cubical work building 2,4 First American Way,Santa Ana,CA, 441 OC ,,, Select Bid List , Design/Build , Doyle , S.P. , CA ,5/5/2016," $5,400 ",," $1,500 ",,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-241,Escondido MOB Shell,Parking Lot & Building Shell,1951 Cirtacado Pkwy.,Escondido,CA,," 13,898 ", Shell , Select Bid List , Engineered , Steve  , Est. , CA ,5/11/2016," $137,105 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Nelson + Morris,J Nelson,,,,,,,,,,,,,,,,,,,,,
16-242,Polish Perfect - Irvine,TI for new Nail Salon,8597 Irvine Center Drive,Irvine,CA, 441 OC ," 1,195 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,5/12/2016," $45,418 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,KPRS,M. Rabinovich,,,,,,,,,,,,,,,,,,,,,
16-243,Central Park Village MOB,4 Story Shell and Core MOB,W. Central Park,Brea,CA, 441 OC ," 38,975 ", Shell , Select Bid List , Engineered , Steve  , Est. , CA ,5/12/2016," $622,748 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-244,Bamc of Califoinia Phase 3,4 floors of TI,,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , P.M. , CA ,5/13/2016," $1,167,207 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,HBC,Ryan Fraser,,,,,,,,,,,,,,,,,,,,,Check $.  Job is going to Accord.
