Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
17-169,HHNB North Tower Restack,Tenant Improvement,One Hoag Drive,Newport Beach,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,2/24/2017," $542,012 ",,,,,,,,,,,Not Built,25%, $- ,,,,,,,,,PENTA,Krissy Stone,,,,,,,,,,,,,,,,,,,,,
17-170,Charter Cubical Restack Lake Elsinore,Cubical restack,556 Birch St.,Lake Elsinore,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/9/2017, $980 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-171,Christ Cathedral & Sitework,Renovation and TI at Christal Cathedral,13280 Chapman Ave,Garden Grove,CA, 441 OC ," 79,010 ", Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/21/2017," $4,886,476 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,Snyder Langston,Jim Harrison,,,,,,,,,,,,,,,,,,,,,
17-172,"Pacific Life 45 Enterprise, 8th Flr.",Tenant Improvement,45 Enterprise,Aliso Viejo,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,2/27/2017," $14,148 ",,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,Turelk,Earl Strand,,,,,,,,,,,,,,,,,,,,,
17-173,Blizzard Future Interconnectivity Boring ,Intertie future buildings,4 Jenner,Irvine,CA, 441 OC ,, Specialty , Budget , Engineered , Todd L , P.M. , CA ,3/1/2017," $58,587 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-174,2205 Stoner Avenue,Tenant Improvement,2205 Stoner Avenue,Los Angeles,CA, 11 LA ,, Comercial , Select Bid List , Engineered , Brian , Est. , CA ,3/7/2017," $240,129 ",," $12,686 "," $2,656 ",,,,,,,,Unknown,10%, $- ,,,,,,,,,Miller Contracting,Dan Miller,,,,,,,,,,,,,,,,,,,,,
17-175,Office TI Cerritos,Tenant Improvement,17777 Center Court #500,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/1/2017," $127,435 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-176,Good Shepherd Classroom LED lighting,Classroom added lighting,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/1/2017," $5,875 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-177,National Office Panel change out,Change out panel,15171 Del Amo,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/2/2017," $2,900 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-178,St. Edwards Fiesta & Canopy Pwr. & Ltg.,Football Field Power and Canopy Ltg,33866 Calle La Primavera,Dana Point,CA, 441 OC ,, Site , Negotiated , Design/Build , Frank , Est. , CA ,3/3/2017," $49,352 ", $- ," $13,948 "," $12,948 ",,,,,,,,Lost,, $- ,,,,,,,,,Vertical,John Borden,,,,,,,,,,,,,,,,,,,,,
17-179,Split circuits and subpanel for TI space,Split circuits and sub panel for suite,25250 Enterprise,Lake Forest,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/3/2017," $38,771 ",," $9,500 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-180,SpaceX paint booth connection,SpaceX Paint booth connection,1 Rocket Rd,Hawthorne,CA, 11 LA ,, Comercial , Select Bid List , Engineered , Doyle , S.P. , CA ,3/8/2017," $23,690 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-181,Providence Breeze AACC TI,Tenant Improvement,5215 Torrance Blvd,Torrance,CA, 441 OC ," 99,792 ", TI , Select Bid List , Engineered , Brian , Est. , CA ,4/20/2017," $2,896,765 ", $29.03 ," $282,544 "," $547,550 "," $8,029 "," $7,091 ",,,,,,Awarded,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-182,AAA Laguna Hills outside and stairwell lighting upgrade,Add stair and replace outside lights,25181 Paseo De Alicia,Laguna Hills,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/6/2017," $6,470 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-183,Restroom Remodels,Remodel restrooms,9000 Flair Drive,El Monte,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , P.M. , CA ,3/7/2017, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-184,Newport Lido Dr. Hung 6 light fixtures new suite,Relocate 6 exam lights,351 Hospital Rd,Newport Beach,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/13/2017," $9,200 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-185,Hoag Wound center 5 new outlets,5 new outlets ,520 Superior,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/9/2017," $2,100 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-186,Hoag San Canyon 5 new outlets,5 new outlets ,Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/9/2017," $2,100 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-187,Bbraun Substation A replacement,Replace Sub A,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/24/2017," $338,450 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-188,Blind Kids washer/dryer and kitchen outlets,New outlets,18542B Vanderlip,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/10/2017," $1,320 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-189,Newlight Technologies ,Tenant Imrprovement & Relocaton,,Huntington Beach,CA, 441 OC ," 40,000 ", TI , Budget , Design/Build , Frank , Est. , CA ,3/14/2017," $462,072 ",,,,,,,,,,,Not Built,30%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
17-190,HHI Belimed Washer,Add power for new Belimed Washer,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Budget , Design/Build , Bill  , P.M. , CA ,11/14/2017," $12,166 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-191,UCI Engineering Lab new outlets,new outlets in 3 lab areas,5200 Engineering Services Rd,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/16/2017," $6,700 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-192,AAA Costa Mesa disconnect for elevator cab lights,7 disconnects for elevator cab lights,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/16/2017," $4,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-193,College Hospital Laguna new outlets in kitchen,3 new circuits and outlets in kitchen,24300 El Toro Rd,Laguna Hills,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $2,974 ",," $3,850 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-194,College Hospital Panel 5E and starter replacement,Replace panel 5E and 2 starters,301 Victoria,Costa Mesa,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $5,717 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-195,Charter Cubical restack Lakewood,Cubical restack,14338 Lakewood,Bellflower,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/16/2017," $2,100 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-196,Bbraun two 400HP compressor project,install lights on roof for general lighting,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $199,890 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-197,Ladera Sports outside lighting control,Adjust controls for outside lighting,2 Terrace Rd,Ladera Ranch,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/10/2017," $3,970 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-198,Blizzard B12- CAPPS,Tenant Improvement,16263 Laguna Canyon Rd,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,3/29/2017," $210,763 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-199,AAA New AC breakers Rancho Cucamonga,New ac Breakers and meg feeders,10540 E Foothill Blvd #100,Rancho Cucamonga,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2017," $3,268 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-200,Youngs Market Print Shop machine relocation,Relocated equipment and add copiers,Franklin Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $6,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-201,SpaceX conduit budget for Gary,Conduit budget for Gary at SpaceX,1 Rocket Rd,Hawthorne,CA, 11 LA ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $31,060 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-202,AAA Costa Mesa Conference 2 switch modification,Modify switches  w/ no dimming,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/23/2017," $2,799 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-203,Blizzard Bake Pkwy,Tenant Improvement,15253 Bake PKWY,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,3/31/2017, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-204,High rise stairwell lighting replacement,Replace Stairwell lighting,23046 Avenida De La Carlotta,Laguna Hills,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/30/2017," $23,495 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-205,Bbraun 100 hp grinder power,Power for 100HP grinder unit,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/30/2017," $63,450 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-206,Epson Carson warehouse lighting retrofit,Retrofit 303 fixtures,1650 Glenn Curtiss,Carson,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/31/2017," $149,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-207,Ocean ranch car charger power,Install CF car chargers,3609 & 3613 Ocean Ranch,Oceanside,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/5/2017," $6,980 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-208,Bbraun Titan Rework for Can Lines,Work for Can lines for Titan rework,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/6/2017," $67,750 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-209,Mazda emerg circuits and lighting modification,New lights in basement and epower,1421 Renyolds ,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/11/2017," $12,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-210,Charter Redlands cubical restack,New cubical power,1869 W. Redlands Ave,Redlands,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/12/2017," $1,980 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-211,HHNB  East Tower Anesthesia Louge / Offices,"Relocating & adding devices , adding HR's",One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill  , P.M. , CA ,4/14/2017," $11,322 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-212,HHNB  East Tower Anesthesia Work Area Remodel,Relocating existing power & data ,One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill  , P.M. , CA ,4/15/2017," $7,222 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-213,Newport Lido RPI ceiling fixtures in small office,Furnish and install fixtures in office,351 Hospital Rd Basement,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/13/2017, $760 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-214,Bbraun Lighting for Reclaimation area,Replace lighting in Reclaimation area,2525 McGaw Ave,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/19/2017," $78,100 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-215,Youngs Anaheim remove old rail arm wiring,Remove rail arm wiring to below grade,1360 S. Vernon Ave.,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/13/2017," $2,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-216,5 Paint Booth Wiring for Global Finishing,Site electrical for 5 paint booths,522 Lamos,Inglewood,CA, 11 LA ,, Specialty , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/14/2017," $89,880 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-217,Bbraun ATS install for Animal Power Relocation,Relocate power for Animal Bld Demo,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/14/2017," $108,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-218,Bbraun Duplex for Line 2 and 3 door operators ,Power for door operators for Cannon,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-219,Anaheim corp Park replace 25' pole in parking lot,Replace 25' pole in parking lot,1600 S. Douglas,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/17/2017," $5,640 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-220,Bbraun 7 day load study for Panel PAE2,7 day load study,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/17/2017," $1,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-221,Konopsis Placentia Office TI,Office TI,350 E. Orangethorpe Suite #5,Placentia,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/17/2017," $30,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-222,College Hospital New server circuits near kitchen,Add 2 new circuits on phone board,301 Victoria,Costa Mesa,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/21/2017," $1,200 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-223,Blizzard B20 Restroom Remodle,bathroom remodle,5 Jenner,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,4/25/2017," $8,700 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-224,HHI Battery light for Generator Enclosure,Add 1 fixture for generator enclosure,16405 Sand Canyon,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/21/2017," $1,230 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-225,FVRH IDF room site survey,Site survey for electrical engineer,17100 Euclid St ,Fountain Valley,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/28/2017," $6,130 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-226,AAA Circuit for AC unit in elevator rooms,Three circuits for elevator rooms,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/28/2017," $4,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-227,Spec suite TI 18201 #470,TI for spec suite,18201 Von Karman #470,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,5/1/2017," $55,000 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-228,Spec Suite TI 18401 # 330,TI for spec suite,18401 Von Karman #330,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,5/1/2017," $50,500 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-229,Blizzard B6 Paint Room ,Tenant Improvement,16245 Laguna Canyon Rd,Irvine,CA, 441 OC , 955 , TI , Budget , Design/Build , Frank , Est. , CA ,5/1/2017," $10,354 ",,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
17-230,St Pauls inverter and egress lighting,New inverter and bug eyes,4949 Anton Parkway,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/2/2017," $25,735 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-231,Hoag San Canyon 1 outlet for TV Birch conf rm,New outlet for wall mounted TV,16105 Sand Canyon #150,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/2/2017, $540 ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-232,Ladera Sport connect furniture whips,Connect furniture whips & data racewy,10 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/2/2017, $960 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-233,Blizzard B3 ADA Restroom Remodel,Tenant Improvement,3 Blizzard Way,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,5/3/2017," $8,700 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-234,Lakewood Medical Camera Conduit,Camera conduit in parking area,,Lakewood,CA, 11 LA ,, Parking Structure , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/2/2017," $2,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-235,HHNB Main OR Renovation,OR Renovation,One Hoag Drive,Newport Beach,CA, 441 OC ," 7,000 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,5/16/2017," $616,309 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,DEB,Giovanni W.,,,,,,,,,,,,,,,,,,,,,
17-236,Corona MOB TI,1st & 2nd Floor TI,2813 Main Street,Corona,CA, 440 RS ," 45,679 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,5/12/2017," $1,135,632 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Pacific Construction Group,Brennen O'Byrne,,,,,,,,,,,,,,,,,,,,,
17-237,Edwards Resilia Cleanroom with Cannon,Clean room TI,,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,5/19/2017," $138,274 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-238,San Clemente High School (Bldg 800),Fire Alarm,700 Avenida Pico,San Clemente,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,5/12/2017," $38,135 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-239,San Juan Hill High School (Bldg. J),Fire Alarm,29211 Vista Montana,San Juan Capistrano,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,5/12/2017," $23,865 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-240,Porsche Carson disconnect for new door opener,New disconnect for door opener,19800 S. Main,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/28/2017," $1,780 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-241,Porsche Carson recircuit kitchen outlets,Recircuit kitchen outlets,19800 S. Main,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/8/2017," $4,090 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-242,Vista Del Lago feeder and panel for basement,New panel and feeder to basement,27762 Vista Del Lago   ,Mission Viejo,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/10/2017," $11,928 ",," $4,000 ",,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-243,Bbraun Monitoring conduit system,Monitoring conduit system,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/11/2017," $237,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-244,Charter lighitng repair Bellflower,Lighitng repair,14328 - 14338 Lakewood Blvd,Bellflower,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/12/2017," $2,595 ",, $600 ,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-245,Charter lighting repair Ontario,Lighitng repair,1495 Auto Center,Ontario,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/12/2017," $3,400 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-246,Charter new outlets and lights Garden Grove,Add outlets in warehouse desk area,12031 Industry Ave,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/12/2017," $2,330 ",," $2,400 ",,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-247,HHNB Cath Labs UPS,Add UPS to Cath Labs,One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill  , P.M. , CA ,6/5/2017," $62,084 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-248,Thales KA Band Antenna #2,Thales KA Band Antenna #2,51 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,6/21/2017," $17,950 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-249,Bbraun Raw Materials room for Cannon,Bbraun Raw Materials ISO5 Room,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/21/2017," $88,144 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-250,Bbraun new light for parking area--1 fixture,Bbraun outside light fixture for parking,2525 McGaw Ave,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/21/2017," $2,950 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-251,Union Pacific LATC Train Yard,Train Yard upgrade,750 S. Lamar Street,Los Angeles,CA, 11 LA ,, Specialty , Competitive , Engineered , Steve  , Est. , CA ,6/1/2017," $7,353,261 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Ragnar Benson,Jeff Hanak,,,,,,,,,,,,,,,,,,,,,
17-252,Blizzard- B22 IGR Remodel,Tenant Improvement,4 Jenner,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,5/24/2017," $65,444 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-253,Kopy Kat UPS and LED lighitng ,UPS and LED lighting upgrade,400 Atlas St.,Brea,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,,,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-254,Blizzard WOW 3 panel load studies,3 load studies,,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,5/24/2017," $4,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
