Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
11-164,Cal Optima,Remodel,505 City Parkway West,Orange,CA, 441 OC ,, TI , Competitive , Engineered , Daniel , Est. , CA ,7/5/2011," $2,160,000 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-165,Hoag HVI Pricing Request,Change orders for HVI project,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill , P.M. , CA ,6/29/2011,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-166,"Hoag Irvine Utility Clean Room Remodel - Floors 2,3,5 &6",Replace (E) Fixtures ,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill , P.M. , CA ,6/30/2011,,,,,,,,,,,Not Built,5%, $- ,,,,,,,Far West,Ryan Berry,,,,,,,,,,,,,,,,,,,,,,,11-4-11 Still pending
11-167,Thales 8 new power plates,* new power plates,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,6/30/2011," $26,580 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Thales,Arick Gale,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-168,ASM- Anaheim,Furniture feeds,1400 Douglas,Anaheim,CA, 441 OC ,, Comercial , Competitive , Engineered , Jeff S. , P.M. , CA ,6/30/2011," $10,725 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-169,Bio Rad Temp Generator Support,Provide Temp Generator for Outage,9500 Jeronimo Road,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Frank , Est. , CA ,7/5/2011," $16,314 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Bio Rad,Mike Snyder,,,,,,,,,,,,,,,,,,,,,,,
11-170,Bio Rad Phase 1A - 5C,Tenant Improvement,9500 Jeronimo Road,Irvine,CA, 441 OC ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,7/7/2011," $611,846 ",,,,,,,,,,Pending,100%, $- ,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,,,
11-171,Rapid Rack Buss Duct,Buss Duct Recommendations,14421 Bonell St,City of Industry,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , Est. , CA ,7/13/2011," $25,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-172,Dr. Fresh Tenant Improvement,Tenant Improvement,6645 Caballero Blvd,Buena Park ,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Frank , Est. , CA ,7/13/2011," $67,872 ",,,,,,,,,,Lost,50%, $- ,,,,,,,gkkworks,Dale Noriyuki,,,,,,,,,,,Nazareno,,,,,,,,,,,,
11-173,"18301 VK 2nd, 3rd, 7th and 8th Floor restroom remodel",Restroom remodel,18301 Von Karman Ave,Irvine,CA, 441 OC , 508 , TI , Competitive , Engineered , Frank , Est. , CA ,7/13/2011," $68,689 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,,
11-174,Thales Software Engineering Remodel,TI to area for new cubicles,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,7/17/2011," $8,440 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Thales,Arick Gale,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-175,OCC Welding Remodel,Remodel power and welding classroom,Fairview,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,7/24/2011," $130,000 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,OCC ,Randy Key,,,,,,,,,,,,,,,,,,,,,
11-176,Saber Foundation Office TI,Add office space in existing warehouse,18345 Pasadena St,Lake Elsinore,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,7/17/2011," $25,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Saber Foundation,Franz Froehilich,,,,,,,,,,,,,,,,,,,,,
11-177,SCE GO 5,Commision Lighting Controls ,,Rosemead,CA, 441 OC ,, Specialty , Negotiated , Design/ Assist , Frank , Est. , CA ,7/15/2011," $8,064 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Konsortum 1,Ron Zawadzki,,,,,,,,,,,,,,,,,,,,,,,
11-178,Costco Huntington Beach,TI remodel for new Costco,Edinger and Center St,Huntington Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Daniel , Est. , CA ,7/26/2011," $1,157,984 ",,,,,,,,,,Lost,1%, $- ,,,,,,,RMC,,RMC,,,,,,,,,,,,,,,,,,,,,,
11-179,St Joseph Data Center Power Upgrade,New UPS and Genset,1515 E. Orangewood Ave,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , Est. , CA ,7/21/2011," $420,000 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On Hold per Jeff Shields at GKK
11-180,Newport Lido Security Lights,3 new security lights,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,7/21/2011," $2,250 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Madonna Molinari,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
11-181,Chapman Panther Pool,New pool and landscaping,Walnut,Orange,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,7/29/2011," $60,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Abacus,Hunter Kirby,Abacus,Hunter Kirby,,,,,,,,,,,,,,,,,,,,,
11-182,"Amada, Brea",New Manufacturing Facililty,100 So. Puente Street,Brea,CA, 441 OC ,, Industrial , Competitive , Design/Build , Frank , Est. , CA ,8/3/2011," $2,667,383 ",,,,,,,,,,Lost,30%, $- ,,,,,,,KCSWEST,Judy Wang,,,,,,,,,,,,,,,,,,,,,,,
11-183,Hoag Power Plant/Generator Bldg Fire Alarm Replacement,Modifications to existing fire alarm,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Jody , Est. , CA ,8/3/2011," $14,914 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Hoag,Scott Neiderheiser,Hoag,Scott Neiderheiser,,,,,,,,,,,,,,,,,,,,,
11-184,James Irvine Hoag Fire Alarm Raceways,Fire alarm conduit and backboxes,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Doyle , Est. , CA ,8/15/2012," $16,000 ",,,,,,,,,,Lost,5%, $- ,,,,,,,Far West,Ryan Berry,Brascia,Chris Mark,Bellarie,Suzan Newbold,Far West,Ryan Berry,,,,,CSI,,,,,,,,,,,,Far west Gave to CSI
11-185,Lido 10 new egress lights for cooridors,10 new cooridor lights,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,8/3/2011," $4,160 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Madonna Molinari,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
11-186,B. Braun PAB Peelable Foil Room,Tenant Improvement,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,8/4/2011," $34,700 ",,,,,,,,,,Pending,5%, $- ,,,,,,,CBSI,Tim Cannon,,,,,,,,,,,,,,,,,,,,,,,
11-187,Loma Linda Church Addtion,New Campus Expansion,,Loma Linda,CA , 11 LA ,, Comercial , Competitive , Engineered , Frank , Est. , CA ,8/10/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,McCarthy,Chris Gordon,,,,,,,,,,,,,,,,,,,,,
11-188,Garden Grove Fire Station Budget,,,Garden Grove,CA, 441 OC ,, TI , Budget , Engineered , Daniel , Est. , CA ,8/18/2011," $1,100,000 ",,,,,,,,,,Not Built,1%, $- ,,,,,,,,,Swinerton ,Scott Lauderdale,,,,,,,,,,,,,,,,,,,,,11-4-11 Still Pending
11-189,18301 Suite 330,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ," 3,000 ", TI , Budget , Design/Build , Frank , Est. , CA ,8/7/2011," $10,098 ",,,,,,,,,,Pending,10%, $- ,,,,,,,Turelk,Jeff Turi,,,,,,,,,,,,,,,,,,,,,,,
11-190,18301 VK 3rd  Floor Common,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/9/2011," $15,546 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,,
11-191,18301 4th Flr Common Area,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/9/2011," $16,161 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,,
11-192,18301 9th Flr Common Area,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/9/2011," $15,274 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,,,
11-193,Baxter Building 1 Alterations,Tenant Improvement,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, TI , Competitive , Engineered , Frank , Est. , CA ,6/8/2011," $59,655 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,DPR,Keith Pokrywa,,,,,,,,,,,,,,,,,,,,,,,
11-194,Quest Modular Project,Site Work,Ortega Hwy.,San Juan Capo,CA, 441 OC ,, Site , Budget , Design/Build , Frank , Est. , CA ,8/10/2011," $234,210 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,HBC,Jim Scrapinato,,,,,,,,,,,,,,,,,,,,,,,
11-195,Newport Lido Basement TI,,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,8/24/2012," $27,967 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Dave Molinari,Newport Lido,Dave Molinari,,,,,,,,,,,,,,,,,,,,,
11-196,Zodiac TI,Tenant Improvement,"2620, Commerce Way",Vista,CA, 441 OC ,, TI , Competitive , Engineered , Daniel , Est. , CA ,8/19/2011," $247,550 ",,,,,,,,,,Lost,, $- ,,,,,,,Turelk,Jim Bianco,,,,,,,,,,,,,,,,,,,,,,,
11-197,18301 Suite 705,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/9/2011," $6,301 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turlek,,,,,,,,,,,,,,,,,,,,,,,,
11-198,Hoag 3rd floor NeuroSciences Raceway sleeves,New sleeves for low volt systems,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Design/Build , Doyle , Est. , CA ,8/18/2011," $43,746 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,DEB,Matt Stewart,DEB,Matt Stewart,,,,,,,,,,,,,,,,,,,,,
11-199,Blue White LED Retrofit,Retrofit lighting to LED,5300 Business Drive,Huntington Beach,CA, 441 OC ,, TI , Competitive , Engineered , Daniel , Est. , CA ,4/13/2012," $182,900 ",,,,,,,,,,Not Built,90%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross is reviewing with SCE.  Will scope out soon.
11-200,Todd Cancer Center Remodel,,,,CA, 11 LA ,, Hospital , Competitive , Engineered , Frank , Est. , CA ,8/18/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-201,Hoag Cancer Center Chiller Removal,Remove chiller equipment,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Daniel , Est. , CA ,8/23/2011," $9,925 ",,,,,,,,,,Awarded,5%, $- ,,,,,,,,,DEB,Matt Stewart,Brasia,Chris Mark,Questar,Steve Logan,Simich,John Sinich,Far West,Javier,,,,,,,,,,,,,
11-202,Baxter B5 Delta V Server Rm HVAC,HVAC Upgrade,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,8/24/2011," $18,028 ",,,,,,,,,,Awarded,20%, $- ,,,,,,,CBSI,Tim Cannon,Weslely Thomas,Chris,,,,,,,,,,,,,,,,,,,,,
11-203,Thales Space Modify 90 Discovery,Space Modify TI,90 Discorery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,8/26/2011," $3,000 ",,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Turelk,Christian Capper,,,,,,,,,,,,,,,,,,,,,
11-204,GSA Air Conditioning modificatons,,,,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Doyle , Est. , CA ,8/25/2011," $3,444 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Christian Capper,Turelk,Christian Capper,,,,,,,,,,,,,,,,,,,,,
11-205,Noewport Lido 800 amp service,New Transformer and disconnect,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,8/26/2011," $36,620 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,Newport Lido,Dave Molinari,,,,,,,,,,,,,,,,,,,,,
