Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
13-172,FDA Parking Lot,Parking Lot Improvements,19701 Fairchild,Irvine,CA, 441 OC ,, Comercial , Competitive , Engineered , Frank , Est. , CA ,5/15/2013," $53,327 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
13-173,Quest San Clement AC Heat strip upgrade,,,San Clemente,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,5/4/2013," $6,827 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-174,P13022  HOI - PHARMACY WORK ROOM EXPANSION,Hospital,16200 Sand Canyon ,Irvine,CA, 441 OC ,, Hospital , Budget , Design/Build , Bill , P.M. , CA ,5/7/2013," $7,381 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-175,P13019  HHI - SPECIAL PROCEEDURE ROOM EXPANION,Hospital,16200 Sand Canyon ,Irvine,CA, 441 OC ,, Hospital , Budget , Design/Build , Bill , P.M. , CA ,5/7/2013," $4,615 ",,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-176,Time Warner Outlet,Outlet for wi fi ,Various,,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,5/8/2013," $30,000 ",,,,,,,,,,Unknown,2%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-177,Costar,Tenant Improvement,3161 Michelson Drive,Irvine,CA, 441 OC ," 7,841 ", TI , Competitive , Engineered , Frank , Est. , CA ,5/13/2013," $280,568 ",,,,,,,,,,Awarded,30%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,A&H,,Unison,,,,,,,,,,
13-178,Hoag 4th Floor ICU F/A Strobes,Tenant Improvement,one hoag drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,5/14/2013," $17,395 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-179,Deutche Bank CRAC control modifications,Add conduit for new CRAC controls,,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/12/2013, $750 ,,,,,,,,,,Not Built,95%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-180,Newport Lido Major Improvement Budgetary Values,ROM for upcoming upgrades,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,5/14/2013," $940,400 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-181,FDA Flood Repairs,Disconnect and reconnect equipment,19701 Fairchild,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,5/14/2013," $10,560 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
13-182,La Verne Lift Station raceways,Conduit and meter pedestal for lift station,Saddlecreek Crt & Hunter Trl,La Verne,CA, 11 LA ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/16/2013," $15,660 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,L&S Construction,Elton Welham,L&S Construction,Elton Welham,,,,,,,,,,,,,,,,,,,,,
13-183,5 Building GFCI Recertification,Recertify 5 building GFCI same comples,Pacific Vista,Lake Forest,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,5/17/2013," $6,985 ",,,,,,,,,,Lost,2%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-184,Deutche Bank IR Scan,IR Scan of existing equipment,,Santa Ana,CA, 441 OC ,, TI , Negotiated , Design/ Assist , Doyle , S.P. , CA ,5/20/2013," $3,900 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-185,Med Office lighting TI,New lamps and lenses for TI,307 Hospital rd 1st fl suite,Newport Beach,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,5/21/2013," $2,040 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-186,Kaiser Victorville Project Frog,MOB,,Victorville,CA, 477 SB ," 9,800 ", Comercial , Select Bid List , Design/ Assist , Jeff P. , Est. , CA ,5/24/2013,,,,,,,,,,,Not Bid,10%, $- ,,,,,,,GKK,Rob Sittion,,,,,,,,,,,,,,,,,,,,,,,
13-187,Vandalism repairs Von Karman,Replace service and repairs due to vandalism,16902 Von Karman,Irvine,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,5/24/2013," $32,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Voit Realty,,Voit Realty,,,,,,,,,,,,,,,,,,,,,,
13-188,MOCA ,Conduit for FA retrofit,250 South Grand Ave,LA,CA, 11 LA ,, Fire Alarm , Competitive , Engineered , Ron , P.M. , CA ,5/30/2013," $105,500 ",,,,,,,,,,Lost,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-189,533 S. Fremont LA FA upgrade,Conduit for FA retrofit,533 So. Fremont,LA,CA, 11 LA ,, Fire Alarm , Competitive , Engineered , Ron , P.M. , CA ,5/31/2013," $30,600 ",,,,,,,,,,Lost,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-190,Comerica Bank Costa Mesa 4 floor TI,4 Floor Union only TI,,Costa Mesa,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , S.P. , CA ,6/5/2013," $59,995 ",,,,,,,,,,Lost,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-191,Baxter Shut down work,Replace outlets and clean MCC,Colorado Blvd,Los Angeles,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,5/31/2013," $15,500 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-192,St Pauls Greek Orthadox Exit Sign replacement,Replace Exit signs in sancuary,Anton,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,5/31/2013," $1,850 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,Ted Konopisis,,,,,,,,,,,,,,,,,,,,,
13-193,Pacific Life Replace Cooling Tower Breaker,Repair,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,6/4/2013," $3,843 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-194,Space X Tower Clean Line Feeder Relocation,Tenant Improvement,1 Rocket Road,Hawthorne,CA, 11 LA ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,6/4/2013," $12,641 ",,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-195,Orange County Diagnostics,Tenant Improvement,15500 Sand Canyon,Irvine,CA, 441 OC ," 4,317 ", TI , Competitive , Engineered , Rudy , Est. , CA ,6/17/2013," $206,525 ",,,,,,,,,,Lost,5%, $- ,,,,,,,Miller,,Miller,Dan Miller,,,,,,,,,,,,,,,,,,,,,
13-196,LAX Bradley West Renovation,Fa for Pre Action and EM 200,LAX,LA,CA, 441 OC ,, Fire Alarm , Competitive , Design/ Assist , Ron , P.M. , CA ,6/13/2013," $120,000 ",,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-197,HHI Replacement Lighting,Lighting Replacement,16200 Sand Canyon ,Irvine,CA, 441 OC ,, Hospital , Competitive , Engineered , Bill , P.M. , CA ,6/7/2013," $87,334 ",,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-198,PVH 6th Floor Conversion,Convert 6th floor to Adult ACU,1798 N. Garey Ave.,Pomona,CA, 11 LA ," 10,000 ", Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/26/2013," $393,530 ",,,,,,,,,,Not Built,25%, $- ,8/1/2013,,,,,,Miles & Kelly,Kym Brunson,,,,,,,,,,,Apollo,,Safeway,,Mack,,,,,,,,
13-199,Alhambra Filterra pump installation,Install customer furnished pumps and floats,88 S. Marengo Ave,Alhambra,CA, 11 LA ,, Site , Competitive , Design/ Assist , Doyle , S.P. , CA ,6/10/2013," $6,500 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-200,B/Braun Platform Demo,Demo of existing Exceed Platform,2525 McGaw Avenue,Irvine,CA, 11 LA ,, Industrial , Competitive , Engineered , Doyle , S.P. , CA ,6/11/2013," $20,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Bbraun,Rick McKay,Bbraun,Rick McKay,,,,,,,,,,,,,,,,,,,,,
13-201,Pacific Life Install VFD on AH 3 & 4,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,6/12/2013," $1,410 ",,,,,,,,,,Unknown,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-202,Whittier Trust Sign Lighting,Sign Lighting for side of building,1600 Huntington Drive,Pasadena,CA, 11 LA ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,6/24/2013," $9,600 ",,,,,,,,,,Not Built,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-203,YMCO Relocate Server Room Door,Tenant Improvement,14352 Franklin Avenue,Tustin,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,6/12/2013, $934 ,,,,,,,,,,Unknown,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-204,Baxter WIFI Stairwell Project,Relocate electrical for new stairwell,Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Design/Build , Doyle , S.P. , CA ,6/14/2013," $59,727 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Cannon,Tom Shebel,,,,,,,,,,,,,,,,,,,,,
13-205,Chapman Moulton Generator replacment,Replace exisitng 30KW genset and ats,1 University Drive,Orange,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Doyle , S.P. , CA ,6/25/2013," $42,809 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
13-206,Chapman Fountain underwater light replacment,Install 12 cust furn fountain lights,1 University Drive,Orange,CA, 441 OC ,, Site , Negotiated , Design/Build , Doyle , S.P. , CA ,6/25/2013," $3,500 ",,,,,,,,,,Lost,10%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
13-207,Chapman Knott Studio LED high bay replacement,Install 16 cust furn LED high bays,1 University Drive,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,6/25/2013," $4,480 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
13-208,PVH 5th Floor Cosmetic & Electrical System Upgrade,5th Floor Cosmetic & Electrical System Upgrade,1798 N. Garey Ave.,Pomona,CA, 11 LA ," 10,000 ", Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/26/2013," $487,350 ",,,,,,,,,,Not Built,25%, $- ,7/15/2013,,,,,,Miles & Kelly,Kim Brunson,,,,,,,,,,,Apollo,,Safeway,,Mack,,,,,,,,
13-209,Chevron Training Facility,Chevron ,,El Segando,CA, 11 LA ,, Industrial , Select Bid List , Design/Build , Ron , P.M. , CA ,6/21/2013," $80,250 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-210,Pac Life Audit Room,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Engineered , Frank , Est. , CA ,6/21/2013," $18,405 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,Turelk,Geoff D'Sena,,,,,,,,,,,,,,,,,,,,,,,
13-211,Title 365 T.I.,Tenant Improvement,"801 N. Brand, Suite 310",Glendale,CA, 11 LA ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,6/21/2013," $12,761 ",,,,,,,,,,Awarded,100%, $- ,7/29/2013,,,,,,Harvey GC,Austin Birch,,,,,,,,,,,,,,,,,,,,,,,
13-212,Inland Empire Health Plan,FA Retrofit,10801 6th St.,Rancho Cucamo,CA, 477 SB ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,6/25/2013," $105,000 ",,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-213,EMC2 60' new Chatsworth Cable tray,Add new cable tray,135 Technology Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/21/2013," $3,786 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,EMC2 ,Miguel Pena,EMC2 ,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-214,OCC Bookstore outlets and data raceway,Add outlets and data path for warehouse,Fairview Street,Costa Mesa,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,6/21/2013," $2,247 ",,,,,,,,,,Not Built,5%, $- ,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
13-215,Hoag Special Proceedure Room,Small demo and TI,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , S.P. , CA ,6/27/2013," $5,693 ",,,,,,,,,,Lost,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-216,Kyocera  New Compressor Circuit,200 amp compressor circuit,3565 Cadilac,Costa Mesa,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/27/2013," $16,335 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Kyoceria,Ed Griffith,Kyoceria,Ed Griffith,,,,,,,,,,,,,,,,,,,,,
13-217,Hoag ED stairwell lighting replacement,Fixture replacement,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill , P.M. , CA ,6/28/2013,7950,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-218,Epson Infrared Scan for Carson Facility,IR Scan of existing equipment,18300 Central Ave,Carson,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/28/2013," $2,400 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Epson ,Nia Smith,Epson ,Nia Smith,,,,,,,,,,,,,,,,,,,,,
13-219,TEVA Sterilizer Replacement,Replace sterilizer,,Irvine,CA, 441 OC ,, Industrial , Competitive , Design/ Assist , Rudy , Est. , CA ,7/5/2013," $2,450 ",,,,,,,,,,Unknown,, $- ,,,,,,,Cannon,Tim Cannon,,,,,,,,,,,,,,,,,,,,,,,
13-220,Chapman cypress Parking Conduit Replacement,Replace conduit down parking lot,Cypress,Orange,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/10/2013," $8,983 ",,,,,,,,,,Lost,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-221,Fountain of Life Phase 1A - Addition & Renovation,Church Addition & Renovaton,13518 Biola Avenue,La Mirada,CA, 11 LA ," 7,698 ", TI , Competitive , Engineered , Rudy , Est. , CA ,7/22/2013," $182,000 ",,,,,,,,,,Lost,5%, $- ,8/1/2013,,,,,,,,Cannon,Eliot Hansen,,,,,,,,,,,,,,,,,,,,,
13-222,Dr. Thai & Shellyey Relocation,MOB TI,Beach Blvd.,Huntington Beach,CA, 441 OC ," 4,094 ", TI , Competitive , Engineered , Frank , Est. , CA ,7/24/2013," $46,356 ",,,,,,,,,,Awarded,30%, $- ,,,,,,,DBAC,John Curci,Hensel Phelps,John Nunn,DBAC,John Curci,,,,,,,,,,,,,,,,,,,
13-223,Beach Family Doctors TI,Medical Office TI,9131 Adams Ave.,Huntington Beach,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , S.P. , CA ,7/19/2013," $21,800 ",,,,,,,,,,Lost,2%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-224,OCC Theater Lamp replacement,Replace lamps in 22 theater fixtures,Fairview Street,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/17/2013," $2,987 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-225,Baxter-Blgd # Doc Vault Room,Pre-action FA Doc Vault B6,4501 Calorado Blvd,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,7/16/2013," $7,990 ",,,,,,,,,,Awarded,, $- ,,,,,,,Red Hawk,,,,,,,,,,,,,,,,,,,,,,,,
13-226,City National Bank - 2nd Floor,Fire Alarm,1801 W. Olympic Blvd,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,7/19/2013," $78,200 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-227,Epson Long Bch Lighting circuit room 2503,Refeed lighting circuit for room 2503,3840 Kilroy Airport Way,Long Beach,CA, 11 LA ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,7/18/2013, $700 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-228,Newport Lido Basement Budget,Remodel of basement for 351,351 Hospital Road,Newport Beach,CA, 441 OC ," 5,326 ", TI , Negotiated , Design/Build , Doyle , S.P. , CA ,7/21/2013," $84,290 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Madonna Molinari,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
13-229,"Suite 140, 17542 E. 17th St., Tustin",Office TI,17542 E. 17th Street,Tustin,CA, 441 OC ,, TI , Budget , Design/ Assist , Rudy , Est. , CA ,7/23/2013," $15,675 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-230,Endologix Tenant Improvement,Tenant Improvement,2 Mussick Honor Farm Road,Irvine,CA, 441 OC ," 32,000 ", TI , Competitive , Design/ Assist , Rudy , Est. , CA ,7/25/2013," $580,700 ",,,,,,,,,,Lost,50%, $- ,,,,,,,,,Turelk,Mike Turi,,,,,,,,,Accord,,,,,,,,,,,,
13-231,Epson War room power,Add outlets and data stub for war room,3840 Kilroy airport Way,Long Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,7/26/2013," $1,540 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Epson,Irene Trice,Epson,Irene Trice,,,,,,,,,,,,,,,,,,,,,
13-232,EMC2 Dupont new outets,New under floor outlets,Dupont,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/26/2013," $2,488 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,EMC2,Miguel Pena,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-233,Bbraun Can Line power for line modification,Stainess conduit for line modification,2525 McGaw Avenue,Irvine,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Doyle , S.P. , CA ,7/29/2013," $18,906 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-234,AAA service rates for Data Center,Data Center Service Rates,Fairview Street,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,8/3/2013," $5,000 ",,,,,,,,,,Not Built,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-235,UCI Intercollegiate Athletics Building FA,Replace existing FA with new Simplex,,Irvine,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Rudy , Est. , CA ,8/6/2013," $103,800 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-236,Newport Lido Fertility Lab Power modificatons,Assist with additional power needs,361 Hospital Road,Newort Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,7/30/2013," $1,800 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Debi Boler,Newport Lido,Debi Boler,,,,,,,,,,,,,,,,,,,,,
13-237,OCC Welding Shop renovatoin,New power for welding shopw,Fairview Street,Costa Mesa,CA, 441 OC ,, Comercial , Budget , Design/Build , Doyle , S.P. , CA ,8/2/2013," $30,000 ",,,,,,,,,,Unknown,15%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-238,"HHB MOB 1st Floor TI, Imaging & Clinic",Medical Office TI,Beach Blvd.,Huntington Beach,CA, 441 OC ," 18,400 ", TI , Competitive , Engineered , Rudy , Est. , CA ,7/15/2013," $567,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hensel Phelps,John Nunn,,,,,,,,,Apollo,,MM,,Landmark,,,,,,,,
13-239,Chevron Lab/Clinic,Fire Alarm retro fit,416 West El Segundo Blvd,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Design/ Assist , Ron , P.M. , CA ,8/5/2013," $178,000 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-240,Bbraun Animal Lab Demo,Demo for old animal lab,2525 McGaw Avenue,Irvine,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,8/5/2013," $10,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Cannon Builders,Joe Johnson,,,,,,,,,Cupertino,,,,,,,,,,,,Cupertino awarded
13-241,"COSTAR - 2"" IT CONDUIT",TI - CHANGE PRICING,3161 Michelson Drive,Irvine,CA, 441 OC ,, TI , Competitive , Design/ Assist , Bill , P.M. , CA ,8/6/2013," $2,821 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,
13-242,AMO FA Replacment,Replace FA system,1700 E St Andrews Pl,Santa Ana,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,8/8/2013," $25,250 ",,,,,,,,,,Lost,, $- ,,,,,,,,,Red Hawk,,,,,,,,,,,,,,,,,,,,,,
13-243,Space X Shaker Room Upgrades & Expansion,Aerospace Remodeling,1 Rocket Road,Hawthorne,CA, 11 LA ,, Industrial , Budget , Engineered , Frank , Est. , CA ,8/13/2013," $56,583 ",,,,,,,,,,Awarded,, $- ,,,,,,,,,SpaceX,Ross Hully,,,,,,,,,,,,,,,,,,,,,
13-244,Ready at Dawn Exit sign and modular whips,Move two exits and tie in modular whips,15201 Laguna Canyon Road,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,8/9/2013," $1,325 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-245,Lido Elevator Generator budget,add generator to back up elevators,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,8/9/2013," $155,000 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-246,Irvine Oaks Executive Park,Install site conduit for comm ,Laguna Canyon Road,Irvine ,CA, 441 OC ,, Site , Competitive , Engineered , Rudy , Est. , CA ,8/12/2013," $54,500 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-247,PIH Health 4th Floor Remodel,OSHPD Tenant Improvement,12291 Shipyard Way,Whittier ,CA, 441 OC ," 10,765 ", Hospital , Competitive , Engineered , Rudy , Est. , CA ,8/23/2013," $675,000 ",,,,,,,,,,Lost,, $- ,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
13-248,Bbraun Ring Mould Demo,Demo for 3 ring mold machines,2525 McGaw Avenue,Irvine,CA, 441 OC ,, Industrial , Competitive , Design/Build , Doyle , S.P. , CA ,8/15/2013," $45,000 ",,,,,,,,,,Unknown,, $- ,,,,,,,Can Lines,Jeff Nelson,Can Lines,Jeff Nelson,,,,,,,,,,,,,,,,,,,,,
13-249,Space X Metrology,Aerospace Remodeling,1 Rocket Road,Hawthorne,CA, 11 LA ,, Industrial , Negotiated , Design/Build , Frank , Est. , CA ,8/15/2013,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,SpaceX,Ross Hully,,,,,,,,,,,,,,,,,,,,,
13-250,First American CRAC 6 Breaker Replacement,Replace breaker for CRAC 6 feed,,Santa Ana,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Doyle , S.P. , CA ,8/16/2013," $1,190 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Core Logic,Nick A.,Core Logic,Nick A.,,,,,,,,,,,,,,,,,,,,,
13-251,Sheppard Mullin Stairwell area lighting replacement,Replace lamps over stairs,,Costa Mesa,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,8/16/2013," $3,880 ",,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-252,Space X Grit Blast & Powder Coat Line,Aerospace Remodeling,1 Rocket Road,Hawthorne,CA, 11 LA ,, Industrial , Negotiated , Engineered , Frank , P.M. , CA ,8/23/2013," $10,798 ",,,,,,,,,,Not Built,, $- ,,,,,,,,,SpaceX,Ross Hully,,,,,,,,,,,,,,,,,,,,,
13-253,Renaissance Los Angeles Airport Hotel,Fire Alarm retrofit ex hotel,,LA,CA, 11 LA ,, Fire Alarm , Competitive , Design/ Assist , Rudy , Est. , CA ,8/30/2013," $695,893 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-254,MKA Suite 750,Tenant Improvement,18301 Von Karman,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/22/2013," $50,908 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,Turelk,Craig Powell,2H Construction,Michelle Junghanel,,,,,,,,,,,,,,,,,,,
13-255,Marconi feeder and panel,New breaker feeder and panel,11B Marconi,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,8/21/2013," $10,000 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,CRBE,Larry Schuler,,,,,,,,,,,,,,,,,,,,,
