Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
18-169,AAA Mission viejo connect new whip for furiture,Connect new furniture whip,27805 Santa Margarita,Mission Viejo,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/6/2018, $710 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-170,B|Braun Medical,Tenant Improvement,2801 McGaw Ave,Irvine,CA, 441 OC , - , TI , Select Bid List , Design/ Assist , Brian , S.P. , CA ,2/7/2018," $9,684 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-171,AAA Woodland Hills replace parking lot pole,Replace parking lot pole,22708 Victory Blvd.,Woodland Hills,CA, 441 OC , - , Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2017," $3,050 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-172,AAA Long Beach furniture reconnect and new circuit,New Circuits and furniture reconnect,4800 Airport Center Dr,Long Beach,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2017," $1,970 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-173,Destche Bank Santa Ana Breaker replacemetn,Replace breaker on Saturday,St Andrews Place,Santa Ana,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2017," $1,100 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-174,Spectrum Giant Wheel Upgrade,Support Labor for Controls Upgrade,670 Spectrum Center Dr. ,Irvine,CA, 441 OC , - , Specialty , Negotiated , Engineered , Frank , Est. , CA ,2/8/2018," $16,331 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Irvine Company,J Ibbotson,,,,,,,,,,,,,,,,,,,,,
18-175,Crown Commerce Center,Monumant Sign Program,Crown Commerce Center,Mission Viejo,CA, 441 OC ,, Comercial , Select Bid List , Design/ Assist , Brian , S.P. , CA ,2/27/2018," $17,965 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-176,Loma Linda Oncology Pharmacy Remodel,Remodel of Existing Pharmacy,11234 Anderson St.,Loma Linda,CA, 440 RS , 860 , TI , Select Bid List , Engineered , Frank , Est. , CA ,2/16/2018," $32,163 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,Penta,,,,,,,,,,,,,,,,,,,,,,
18-177,HHNB CATH LABS UPS,Add power to new UPS in Cath Labs 1-4,one Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,4/30/2018," $157,436 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-178,Party City Title 24,Chino,3850 Grand Ave,Chino,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/13/2018," $1,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-179,Space X,Paint Booth A & B Shipping Container,3901 Jack Northrup Ave,Hawthorne,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/15/2018," $8,451 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-180,B-Braun Medical,Light retrofit IT computer repair lab,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/16/2018," $2,330 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-181,Broadway 4th Floor Corridor - Budget,Corridor Lighting,18555 Jamboree Road,Irvine,CA, 441 OC , - , TI , Select Bid List , Design/Build , Steve  , Est. , CA ,2/19/2018," $51,650 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Pete Cali,,,,,,,,,,,,,,,,,,,,,
18-182,International Laborers ,Office Tenant Improvement,1074 East Cadena Drive,Riverside,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-183,B|Braun Medical,Bag Break Station,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/22/2018," $31,798 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-184,B|Braun Medical,CFM 4,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,2/21/2018," $20,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-185,CHLA Remodels,4 Small Remodel Projects,,Los Angeles,CA, 11 LA ,, Hospital , Budget , Engineered , Jeff P. , Est. , CA ,2/22/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
18-186,B|Braun Medical,Office Remodel - Storage Rm 1322,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/23/2018," $5,658 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-187,Good Shephard Lutheran Parking Lot replacement,Replace parking lot lighting,4800 Irvine Center Dr.,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/9/2018," $48,210 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-188,B|Braun Medical,Metrology Remodel,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/23/2018," $14,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-189,B|Braun Medical,Cool Tower,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/26/2018," $15,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-190,Hoag Newport Bulldog Swithgear Replacement-Budget,Existing Switcboard Replacement,"1 Hoag Dr,",Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Frank , Est. , CA ,2/27/2018," $275,516 ",,,,,,,,15.00%,10.00%,,Not Built,30%, $- ,,,,,,,,,HB&A,Jim Ardray,,,,,,,,,,,,,,,,,,,,,
18-191,Hoag Tustin Legacy MRI/CT Suite,MRI/CT Suite Tenant Improvement,15000 Kensington Park Dr.,Tustin,CA, 441 OC ," 1,946 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,3/7/2018," $161,527 ", $83.00 ,,,,,,,10.00%,5.00%,,Awarded,80%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
18-192,Vyaire 510 & 520 TI,Tenant Improvement,510 & 520 Technology Drive,Irvine,CA, 441 OC ," 175,000 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,3/14/2018,"$3,277,873 ", $18.73 ,,,,,,,,,,Awarded,,  $-  ,,,,,,,,,Turelk,Craig Powel,Snyder Langston,Jim Harison,HBC,Tyler Adams,,,,,,,,,,,,,,,,,
18-193,Pimco 18th Floor Door Relocations,Remove and Relocate Existing Devices,650 Newport Center Dr. ,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,4/1/2018," $12,784 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Ryan Fraser,,,,,,,,,,,,,,,,,,,,,
18-194,B|Braun Medical,Power for load shed,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/1/2018," $6,413 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-195,B|Braun Medical,Duplex H2O2 Panel Replace,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/1/2018," $154,760 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-196,B|Braun Medical,Door Interlocks,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/2/2018," $38,200 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-197,B|Braun Medical,Waterloop Project,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/20/2018," $290,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-198,TV outlet for Spectrum office in Cerritos Tower,Add one outlet for TV,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/6/2018, $600 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-199,Ladera Sport outlet in server room,Add L6-30 outlet in server room,10 Terrace,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/6/2018," $1,670 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-200,17901 Von Karman Switchgear PM,Preventitive Maintenance,17901 Von Karman,Irvine,CA, 441 OC ,, Comercial , Competitive , Design/Build , Frank , Est. , CA ,3/6/2018," $27,646 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,John Hancock ,Tony Alaniz,,,,,,,,,,,,,,,,,,,,,
18-201,Blizzard B3-RR Upgrade-1st & 2nd Flr.,Office Tenant Improvement,3 Blizzard Way,irvine,CA, 441 OC ," 1,102 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,3/12/2018," $33,435 ", $30.34 ,,,,,,,,,,Awarded,50%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-202,Amarith Café T.I.,Food Service Tenant Improvement,5000 Birch Street,Newport Beach,CA, 441 OC ," 2,557 ", TI , Budget , Engineered , Frank , Est. , CA ,3/8/2012," $152,713 ",,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,HBC,J Scarpinato,,,,,,,,,,,,,,,,,,,,,
18-203,FVRMC AAAH OSHPD 3 Upgrades,Surgical Suite Remodel,11190 Warner Ave,Fountain Valley,CA, 441 OC ," 6,303 ", Hospital , Competitive , Engineered , Frank , Est. , CA ,3/16/2018," $69,439 ", $11.02 ," $28,286 ",,,,,,15.00%,5.00%,,Lost,30%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,CSI,,Griff's Elec,,,,,,,,,,
18-204,The Trade Desk,Tenant Improvement,400 Spectrum Center Drive,Irvine,CA, 441 OC ," 9,260 ", TI , Competitive , Engineered , Frank , Est. , CA ,3/12/2018," $226,054 ", $24.41 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,
18-205,Hillcrest Golf club power for maint area,Power issues in maint area,10000 W. Pico Blvd,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/9/2018," $13,272 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,Hillcrest CC,Reed Yenny,,,,,,,,,,,,,,,,,,,,,
18-206,B|Braun Medical,Strut Stands,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,3/13/2018," $7,588 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-207,Edwards Life Science,Generator Feed to Bunker Pads,Daimler,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,3/15/2018," $98,840 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-208,Thales plate and outlet relocation ,Relocate 4 plates and add outlets,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/14/2018," $9,800 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,Thales,Tim Gray,,,,,,,,,,,,,,,,,,,,,
18-209,Caremore emergency power rework,Rework distribuion for E power,12900 Park Plaza Dr.,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/19/2018," $22,800 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-210,5000 Birch St. Feeder Conduit & Wire,Replace existing feeder conduits,5000 Birch Street,Newport Beach,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Frank , Est. , CA ,, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-211,Long Beach Exchange,Fountain Power,Long Beach,Long Beach,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Brian , S.P. , CA ,3/16/2018," $4,750 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-212,"ACBCI - Museum, Spa & Trail ",New Construction Museum & Spa,,Palm Springs,CA, 477 SB ," 88,000 ", Site , Select Bid List , Engineered , Frank , Est. , CA ,6/27/2018," $9,487,326 ", $107.81 ,,,,,,,13.00%,5.00%,,Lost,30%, $- ,,,,,,,,,PENTA,R Neilson,,,,,,,,,,,,,,,,,,,,,
18-213,"B|Braun Medical, Load study panel PPD",Load Study Panel PPD,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,3/15/2018, $800 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-214,AAA add new outlets and circuit 1st floor,add outlets for 1st floor per walk,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/15/2018," $1,977 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-215,St. Michael's Abbey,Construction of New Abbey Facility,27977 Silverado Canyon Road,Silverado,CA, 441 OC ," 138,502 ", Specialty , Select Bid List , Engineered , Steve  , Est. , CA ,4/6/2018," $7,169,432 ", $51.76 ,,,,,,,15.00%,5.00%,,Not Built,20%, $- ,,,,,,,,,Matt Construction,Tinna Gnuyen,,,,,,,,,,,,,,,,,,,,,
18-216,R&D Incubator,Relocate,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , Est. , CA ,3/19/2018," $3,910 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-217,"B|Braun Medical, Boiler #5 replacement",Boiler #5 Replacement,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Competitive , Engineered , Brian , S.P. , CA ,3/26/2018," $232,447 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-218,Scripps Midroll,Conduit for Security system,5825 Sunset Blvd 2nd Flr.,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Design/Build , Jeff P. , Est. , CA ,3/23/2018," $8,024 ",," $1,868 ",,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-219,"B|Braun Medical,  pedestrian lighting phase 2",Pedestrian Lighting phase 2,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/20/2018," $16,958 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-220,Fire pump drawing assit for Redhawk,Assit with city drawings,3800 W. Chapman Ave,Orange ,CA, 441 OC ,, TI , Negotiated , Design/ Assist , Doyle , S.P. , CA ,4/1/2018, $800 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-221,Blizzard B2 RR Upgrade,Office Tenant Improvement,5 Blizzard Way,Irvine,CA, 441 OC ," 1,081 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,3/22/2018," $35,076 ", $32.45 ,,,,,,,15.00%,5.00%,,Unknown,80%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-222,"Boardwalk PCO 1008, Lobby Wall Revisions",Office Tenant Improvement,18565 Jamboree Road,Irvine,CA, 441 OC , 900 , TI , Negotiated , Engineered , Frank , Est. , CA ,3/26/2018," $7,742 ", $8.60 ," $1,055 "," $1,311 ",,,,,15.00%,15.00%,,Awarded,30%, $- ,,,,,,,,,Snyder Langston,Arash H,,,,,,,,,,,,,,,,,,,,,
18-223,AAA new compressor power,New circuit for compressor,15601 Mosher,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/28/2018," $3,778 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-224,Boardwalk North AV Room Exhaust,Add EF to AV Room,18575 Jamborree Road,Irvine,CA, 441 OC ,, TI , Negotiated , Engineered , Frank , Est. , CA ,3/27/2018," $2,493 ",,,,,,,,15.00%,15.00%,,Awarded,30%, $- ,,,,,,,,,Snyder Langston,Arash H,,,,,,,,,,,,,,,,,,,,,
18-225,"B|Braun Medical, Main Hallway LED lamp retrofit",Main Hallway LED lamp retrofit,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/27/2018," $5,796 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-226,"B|Braun Medical, E3 lamp replacement",E3 Lamp Replacement,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/27/2018," $7,880 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-227,Blizzard Main Campus EAU Project,Exterior Access Upgrades ,1 Blizzard Way,Irvine,CA, 441 OC ,, Site , Budget , Engineered , Frank , Est. , CA ,4/5/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-228,B|Braun Medical,Lamp Replacement,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Brian , S.P. , CA ,3/29/2018," $3,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-229,Murchison & Cumming T.I.,Office Tenant Improvement,18201 Von Karman Ste. 950,Irvine,CA, 441 OC ," 5,283 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,4/4/2018," $74,143 ", $14.03 ,,,,,,,15.00%,2.00%,,Unknown,20%, $- ,,,,,,,,,HBC,K. Mulcahy,,,,,,,,,SASCO,,Hackney,,Nazareno,,,,,,,,
18-230,"18201 Von Karmna, Spec Suite 150",Office Tenant Improvement,18201 Von Karman Ste. 150,Irvine,CA, 441 OC ," 4,377 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,4/4/2018," $93,263 ", $21.31 ,,,,,,,15.00%,2.00%,,Unknown,20%, $- ,,,,,,,,,HBC,K. Mulcahy,,,,,,,,,SASCO,,Hackney,,Nazareno,,,,,,,,
18-231,Good Shephard Lutheran Coffee bar power and subpanel,Sub panel and new circuits,4800 Irvine Center Dr.,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/28/2018," $4,949 ",,,,,,,,,,,Pending,15%, $742 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-232,Good Shephard Lutheran Canopy fixture retrofit,Retrofit canopy lighting,4800 Irvine Center Dr.,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/28/2018," $4,900 ",,,,,,,,,,,Pending,15%, $735 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-233,D.R. McNatty & Associates,Office Tenant Improvement,26300 La Alameda ,Mission Viejo,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , S.P. , CA ,4/2/2018," $17,362 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-234,California Rehab Institute,Add outlets and data jacks,2070 Century Park East,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/2/2018," $9,570 ",,,,,,,,,,,Pending,5%, $479 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-235,Car wash service replacement ,Replace service,8034 Garden Grove Blvd,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/17/2018," $52,490 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-236,Boy Scouts Fire Damage,Fire damage replacement work,2 Irvine Park Rd,Orange ,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/5/2017," $19,500 ",," $4,200 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-237,"B|Braun Medical, PIC blowmolding expansion",PIC Blowmolding Expansion,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,,,,,,,,,,,,,Prospect,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-238,Blizzard ADA Site project,ADA Site work project,1 Blizzard Way,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/5/2018," $49,800 ",,,,,,,,,,,Pending,20%," $9,960 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-239,"B-Braun Medical, E3 Equipment Vibration Project ",Power to Vibration Controls,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/6/2018," $241,783 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-240,BMS Office TI,TI for 1 office,5 Peters Canyon Suite 200,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/6/2018," $2,550 ",,,,,,,,,,,Pending,10%, $255 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-241,Misubishi Site lighitng project,15 new bases and poles,2480 Harbor,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/27/2018," $81,021 ",,,,,,,,,,,Pending,15%," $12,153 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-242,"B|Braun Medical, remove and replace panel PGD",Remove and Replace Panel PGD,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/10/2018," $8,894 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-243,"B|Braun Medical, TI",Engineering Lab,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/10/2018," $5,398 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-244,B|Braun Medical - Integrated Interiors - TI,Engineering Mezzanine,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/10/2018," $9,873 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-245,Blizzard B10 - Security,Office Tenant Improvement,16269 Laguna Canyon Road,Irvine,CA, 441 OC ," 1,184 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,4/16/2018," $22,863 ",,,,,,,,,,,Lost,80%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-246,Malcom Intl for Datacomm,Add quad outlet and #6 conductor,4999 Green River Rd.,Corona,CA, 441 OC ,, TI , Negotiated , Design/ Assist , Doyle , S.P. , CA ,4/17/2018, $500 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-247,Old Republic,Tenant Improvement,18575 Jamborree Road,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,4/19/2018," $90,033 ",," $1,422 "," $2,250 ",,,,,15.00%,5.00%,,Lost,30%, $- ,,,,,,,,,HBC,S. Stevens,,,,,,,,,,,,,,,,,,,,,
18-248,"B|Braun Medical, HVLD Excel Overwrap 2-4-5",HVLD Excel Overwrap 2-4-5,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/16/2018," $58,480 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-249,"B|Braun Medical, chemical pumps at plastics",Chemical Pumps at Plastics,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/16/2018," $2,200 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-250,"B|Braun Medical, mix room control panel upgrade",Mix room control panel upgrade,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/16/2018," $6,010 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-251,Chapman Fountain Lighting Installation,Replace lights and power supplies,1 University ,Orange ,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/17/2018," $25,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-252,Vyaire Generator Removal,Remove EM Generator,,Palm Springs,CA, 477 SB ,, Site , Budget , Design/Build , Frank , Est. , CA ,4/16/2018," $7,727 ",," $16,663 ",,,,,,,,,Lost,25%, $- ,,,,,,,,,DPPM,Jim Carr,,,,,,,,,,,,,,,,,,,,,
18-253,"Experian Bldg. D, 1st Floor Swing Space",Temporary Office Tenant Improvement,475 Anton Blvd. ,Costa Mesa,CA, 441 OC ,, TI , Budget , Engineered , Frank , Est. , CA ,4/17/2018," $83,806 ",,,,,,,,15.00%,5.00%,,Not Bid,10%, $- ,,,,,,,,,Experian,Joel Jaffe,,,,,,,,,,,,,,,,,,,,,
