Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
12-170,San Dimas FA TI,FA TI,San Dimas,San Dimas,CA, 441 OC ,, Fire Alarm , Negotiated , Design/ Assist , Dean , P.M. , F.A. ,7/2/2012, $800 ,,,,,,,,,,Lost,80%, $- ,,,,,,,,,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-171,LBCC Bldg A Student Services,FA TI,4630 Clark St.,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $25,700 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-179," $25,700 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-172,CSUF Bob Cole Pavillion,FA TI,1331 Palo Verde Ave,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $3,375 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-177," $3,375 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-173,Crown Tech/Cross Texas,FA TI,13470 Philadelphia Ave,Fontana,CA, 477 SB ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $10,980 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-174,Chevron ROC,FA TI,324 West El Segundo Blvd.,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $31,350 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-179," $31,350 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-175,Long Beach Airport Terminal P1,FA TI,4100 East Donald Douglas,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $67,000 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-183," $67,000 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-176,Bracket Field Hanger,FA,1340 N. Puddingtonstone Dr.,La Verne,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/5/2012," $22,885 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Redhawk,O'Connell,,,,,,,,,,,,,,,,,,,,,
12-177,Nestle Ovens,FACP replacement,9601 Canoga Ave,Chatsworth,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/11/2012," $3,853 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-190," $3,853 ",,Simplex,Doug,Simplex,Doug,,,,,,,,,,,,,,,,,,,,,
12-178,Fresenius Medical Care Dialysis,Tenant Improvement,510 Superior Avenue,Newport Beach,CA, 441 OC ," 8,000 ", TI , Competitive , Engineered , Jody , Est. , CA ,7/25/2012," $290,294 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Questar,Steve Logan,,,,,,,,,,,,,,,,,,,,,
12-179,University Research Park - Phase 9,Ground Up Office Buildings (4),200-240 Academy,Irvine,CA, 441 OC ," 260,000 ", Shell , Competitive , Engineered , Frank , Est. , CA ,8/6/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,CW Driver,Bonnie Fransico,Snyder Langston,Kelly Wilken,DPR,Laura Stewart,,,,,,,,,,,,,,,,,
12-180,Hoag Health Center HBO Expansion,OSHPD Tenant Improvement,520 Superior Avenue,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,7/17/2012," $13,886 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Driver SPG,Mike Bolda,,,,,,,,,,,,,,,,,,,,,
12-181,BroadCom B9 Infrastructure Upgrades,HVAC Upgrade,,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,7/26/2012," $116,011 ",,,,,,,,,,Unknown,30%, $- ,,,,,,,,,DPR,Greg Trujillo,KPRS,Some DH,,,,,,,,,,,,,,,,,,,
12-182,UCLA Pauley Pavilion ,FA Upgrade,301 Westwood Plaza,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/11/2012," $175,000 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-184, T&M ,,Simplex,Craig Powell,Simplex,Craig Powell,,,,,,,,,Hackney, $- ,Berg, $- ,Sunwest,,,,,,,,
12-183,LAX Terminal P2,FA TI,Century Blvd,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/10/2012," $4,130 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-182,,,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-184,UCLA Harbor Seimens,FA TI,Campus,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/12/2012," $2,300 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-186," $2,300 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-185,Long Beach City College MDAB,FA TI,1305 East Pacific Coast Highway,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/13/2012," $37,500 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-185," $37,500 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-186,CSULB Kin 97&106,FA TI,1250 Bellflower Blvd,Long Beach ,CA, 11 LA ,, Fire Alarm , Negotiated , Engineered , Dean , P.M. , F.A. ,7/13/2012," $4,550 ",,,,,,,,,,Awarded,50%, $- ,,,,J-12-191," $4,550 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-187,Park Newpart Apts FACP/Elevator upgrade,FA TI,1 Park Newport Drive,Newport Beach,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/13/2001," $27,000 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Allan,,,,,,,,,,,,,,,,,,,,,
12-188,Symantec 2nd floor ,FA TI,800 Corporate Pointe Walk,Culver City,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,8/3/2012," $16,205 ",,,,,,,,,,Awarded,30%, $- ,,,,J-12-208,,,Simplex,Carlos,Simplex,Carlos,,,,,,,,,,,,,,,,,,,,,
12-189,Hyundai Motor America HQ,FA TI,10550 Talbert Ave,Fountain Vally,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/16/2012," $172,000 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Ronnie Z,,,,,,,,,,,,,,,,,,,,,
12-190,Novogradac 9th Floor,FA TI,249 Ocean Blvd,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/17/2012," $5,000 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-191,Pacific Dental Services,Tenant Improvement,17000 Redhill,Irvine,CA, 441 OC ," 120,000 ", TI , Select Bid List , Design/Build , Frank , Est. , CA ,7/27/2012," $1,932,132 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-192,Tonopah Solar,FA Solar,,Tonopah,NV, 401 Reno ,, Fire Alarm , Select Bid List , Engineered , Jeff P. , Est. , F.A. ,7/19/2012," $1,250,000 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Cosco Fire Protection,John,,,,,,,,,,,,,,,,,,,,,
12-193,Rio Hondo College,FA,14307 Telegraph Road,Whittier,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/19/2012," $4,850 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Allan,,,,,,,,,,,,,,,,,,,,,
12-194,Q-Logic Building C,FA,26650 Aliso Viejo,Aliso Viejo,CA, 441 OC ,, Fire Alarm , Negotiated , Engineered , Dean , P.M. , F.A. ,7/20/2012," $2,380 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-193," $2,380 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-195,CSU Chancellor FA upgrade,FA,400 Golden Shore Drive,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Design/ Assist , Dean , P.M. , F.A. ,7/20/2012," $164,750 ",,,,,,,,,,Lost,20%, $- ,,,,,,,,,Simplex,Allan,,,,,,,,,,,,,,,,,,,,,
12-196,LBHS Pool Facility,FA,550 Blumont ST,Laguna Beach,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/20/2012," $10,750 ",,,,,,,,,,Lost,50%, $- ,,,,,,,,,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-197,Courtyard by Marriott,FA,21101 Ventura Blvd,Woodland Hills,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $89,240 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Simplex,Ronnie Z,,,,,,,,,,,,,,,,,,,,,
12-198,PLH Respiratory,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $1,800 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-204," $1,800 ",,Simplex,Jim Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-199,PLH Air Handler 10&13,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $1,200 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-200," $1,200 ",,Simplex,Jim Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-200,PLH IT Room,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $2,400 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-199," $2,400 ",,Simplex,Jim Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-201,PLH Medical Records,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $2,000 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-198," $2,000 ",,Simplex,Jim Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-202,FCC PE NIC TI,FA,,Fullerton,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/23/2012," $5,640 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,Simplex,Craig ,,,,,,,,,,,,,,,,,,,,,
12-203,18301 VK Suite 310 Expansion,Tenant Improvement,18301 Von Karman Ste. 310,Irvine,CA, 441 OC , 558 , TI , Competitive , Engineered , Frank , Est. , CA ,7/26/2012," $7,927 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,Turelk,Craig Powell,AAA,,,,,,,,,,,,,,,,,,,,
12-204,PLH Ed expansion,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/25/2012," $6,500 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-196," $6,500 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-205,PLH Corridor upgrade,FA,1301 Rose Drive,Placentia Linda,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/25/2012," $6,100 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-197," $6,100 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-206,Rio Hondo College Tech. Mod.,FA,,Whittier,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,7/25/2012," $4,950 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-207,Pacific Life 4th Floor Remodel,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,8/7/2012," $15,671 ",,,,,,,,,,Unknown,10%, $- ,,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
12-208,POLB ITS New Addmin Access Control,Access Controls,,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/2/2012," $24,488 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Simplex,,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-209,Irvine CO Conf. Center,Confrence Center TI,550 Newport Senter Dr.,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,8/7/2012," $480,630 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,David Simpson Const.,Mike Simpson,,,,,,,,,,,,,,,,,,,,,
12-210,Equinox Fitness Club,FA Lounge Remodel,1835 Sepulveda Boulevard,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/1/2012," $6,420 ",,,,,,,,,,Lost,20%,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,,,
12-211,"Quest Diagnostic, San Juan Capistrano",Tenant Improvement,33608 Ortega Hwy.,San Juan Capo,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,8/6/2012," $1,721,291 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
12-212,Hoag DOE Security,,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Design/Build , Jeff P. , Est. , CA ,8/2/2012," $31,760 ",,,,,,,,,,Not Built,100%, $- ,,,,,,,,,ASSI,,,,,,,,,,,,,,,,,,,,,,
12-213,CSULB PH2 2nd Floor Strobes,FA,1331 Palo Verde Ave,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/3/2012," $2,000 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-211," $2,000 ",,Simplex,Samantha,Simplex,,,,,,,,,,,,,,,,,,,,,,
12-214,Coresite Build Out,FA,900 N. Alameda,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/3/2012,,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,ORR,Jim Pentolino,,,,,,,,,,,,,,,,,,,,,
12-215,HUCLA Surgery Low Voltage System,"FA, PA, OR Music, CCTV, Intercom ",1000 W. Carson Street,Torrance,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/17/2012," $345,700 ",,,,,,,,,,Lost,20%, $- ,,,,,,,Simplex,Michael Shanks,,,,,,,,,,,,,,,,,,,,,,,
12-216,LAX Bradley North & South Concourses,FA,380 W. World Way,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/16/2012," $92,300 ",,,,,,,,,,Awarded,20%, $- ,,,,," $92,300 ",,Cosco Fire Protection,Jeff Edwards,,,,,,,,,,,,,,,,,,,,,,,
12-217,Casa Maria ,FA,691 E Washington Blvd,Pasadena,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/8/2012," $1,340 ",,,,,,,,,,Lost,20%, $- ,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,,,
12-218,McKesson LADC Project,Tenant Improvement,,Chino,CA, 440 RS ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/15/2012," $3,053,550 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,Turelk,,,,,,,,,,,,,,,,,,,,,,
12-219,Cypress College FA,,,Cypress,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/9/2012," $4,875 ",,,,,,,,,,Lost,20%, $- ,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,,,
12-220,Time Warner Cable Expansion CTC#8,TI,,Cerritoes,CA, 11 LA ,, TI , Negotiated , Engineered , Jeff K. , P.M. , CA ,8/15/2012,,,,,,,,,,,Not Bid,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-221,Young's Mkt. Co. Parking Lot Expansion,Exterior Ligthing,14352 Franklin Ave,Tusin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,8/14/2012," $7,384 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,DBAC,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
12-222,POLA FA Renovation Project,FA,2050 John S. Gibson Blvd,San Pedro,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , CA ,8/17/2012," $237,920 ",,,,,,,,,,Lost,20%, $- ,,,,,,,Simplex,Jose Aguilar,Simplex,,,,,,,,,,A& H, $40000 Less ,,,,,,,,,,,
12-223,1131 Calle Baitdo Metering,Tenant Improvement,1131 Calle Batido,San Clement,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,8/17/2012," $48,843 ",,,,,,,,,,Unknown,30%, $- ,,,,,,,,,PMRG,John Sterling,,,,,,,,,,,,,,,,,,,,,
12-224,Quantum Burst Pits,Equipment Relocation,,Lake Forest,CA, 441 OC ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,8/16/2012," $228,461 ",,,,,,,,,,Unknown,20%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
12-225,6425 Katella EM Lighting Retro-Fit,Lighting Retro-fit,6425 Katella Avenue,Anaheim,CA, 441 OC ,, TI , Negotiated , Engineered , Frank , Est. , CA ,8/16/2012," $16,531 ",,,,,,,,,,Unknown,30%, $- ,,,,,,,,,PMRG,John Sterling,,,,,,,,,,,,,,,,,,,,,
12-226,Fulerton Community college,FA,321 East Chapman,Fuler,CA, 441 OC ,, Fire Alarm , Negotiated , Engineered , Jeff P. , Est. , F.A. ,8/16/2012," $74,100 ",,,,,,,,,,Awarded,50%, $- ,,,,," $70,000 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-227,Air Treatment Facility,FA Explosion Proof Devices,651 S. Mission Rd,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/23/2012," $55,900 ",,,,,,,,,,Lost,, $- ,,,,,,,Simplex,Don Yax,,,,,,,,,,,,,,,,,,,,,,,
12-228,Blvd 6200 North,FA,6201 Hollywood Boulevard,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , F.A. ,8/24/2012," $956,600 ",,,,,,,,,,Lost,, $- ,,,,,,,Simplex,Ronnie Zahm,,,,,,,,,,,,,,,,,,,,,,,
12-229,Pacific Life SW Quadrant Corporate IT Remodel,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/28/2012," $78,325 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
12-230,Young's Market Chino Infrared Scan,,,Chino,CA, 477 SB ,, Comercial , Select Bid List , Engineered , Jody , Est. , CA ,8/29/2012," $4,684 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-231,Etchandy Industrialo Complex II,Tenant Improvement,"1980 Petra Lane, Bldg. J",Anaheim,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,8/31/2012," $11,646 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,Shankle Construction,Nick McGough,,,,,,,,,,,,,,,,,,,,,
12-232,LAX Bradely CORE,FA,380 W. World Way,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Daniel , Est. , CA ,8/31/2012," $105,700 ",,,,,,,,,,Awarded,, $- ,,,,," $99,200 ",,Cosco Fire Protection,Jeff Edwards,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
