Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
19-170,Urovant,Office Tenant Improvement,5281 California Street,Irvine,CA, 441 OC ," 19,333 ", TI , Competitive , Engineered , Don V , Est. , CA ,1/24/2019," $284,355 ", $14.71 ,,,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,Diane M,Snyder Langston,Larry Witten,,,,,,,,,,,,,,,,,,,
19-171,"B|Braun Medical, Shredder/Expansion Phase 2",New feeder to new shredder panel,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,1/23/2019, $- ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-172,AAA Whittier cubical restack,Refeed new cubical layout,16041 Whittier Blvd,Whittier,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/22/2019," $1,740 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-173,"B-Braun Medical, Tustin Warehouse",Charger outlets,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/24/2019," $9,749 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-174,Blizzard B2- F2 Sound Room 2-242,Sound Room,Five Blizzard Way,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,1/24/2019," $23,793 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-175,Weiland Door Oceanside relocation ,Equipment connection for 56K sq/ft ,1319 Rocky Point Dr.,Oceanside,CA, 441 OC ,, Comercial , Budget , Design/Build , Doyle , S.P. , CA ,1/24/2019," $600,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-176,Thales new 400HZ panel and outlets,New 400 hz panel and 8 outlets,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/24/2019," $19,898 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-177,AAA Costa Mesa 6 TV outlets for executive offices,6 new tv outlets in executive offices.,3333 Fairview Rd.,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/24/2019," $11,700 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-178,Mariners Christian School,TI of existing 1st and 2nd floors,300 Fischer Avenue,Costa Mesa,CA, 441 OC ," 94,500 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,2/8/2019," $780,658 ", $8.26 ,,,,,,,,,,Pending,30%," $234,197 ",,,,,,,,,DBAC,John Somers,,,,,,,,,,,,,,,,,,,,,
19-179,"B|Braun Medical, HR File Room Conversion",TI (2) new offices,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,1/28/2019," $8,157 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-180,Blizzard - B21 - Filming Studio,Office Tenant Improvement,8 Pasteur,Irvine,CA, 441 OC ," 1,648 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,2/6/2019," $43,630 ", $26.47 ,,,,,,,,,,Pending,50%," $21,815 ",,,,,,,,,HBC,D. Huynh,,,,,,,,,,,,,,,,,,,,,
19-181,(2) new 400 amp service feeders,2 new 400 amp feeders,1000 S. Grand  B & C,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,1/31/2019," $42,450 ",," $6,000 ",,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-182,Oak Crossing,New Construction Business Park,Sand Canyon & 5 Fwy,Irvine,CA, 441 OC ," 295,776 ", Site , Budget , Engineered , Frank , Est. , CA ,2/1/2019," $1,565,754 ", $5.29 ,,,,,,,,,,Unknown,5%, $- ,,,,,,,,,Snyder Langston,G. Hurlock,,,,,,,,,,,,,,,,,,,,,
19-183,Mission Cancer Center Tenant Improvement,MOB Tenant Improvement,27799 Medical Center Road,Mission Viejo,CA, 441 OC ," 108,000 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,2/22/2019," $3,574,303 ", $33.10 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Snyder Langston,J. Walker,,,,,,,,,,,,,,,,,,,,,
19-184,Rework AC feeder for new unit,Rework existing AC feeder for new unit,2401 N. Glassell St.,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/4/2019," $22,560 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-185,Blizzard Z,Filming Studio,8 Pasteur,Irvine,CA, 441 OC ," 1,648 ", TI , Budget , Engineered , Frank , Est. , CA ,2/7/2019," $38,842 ", $23.57 ,,,,,,,,,,Pending,5%," $1,942 ",,,,,,,,,HBC,Sarah Webb,,,,,,,,,,,,,,,,,,,,,
19-186,"B|Braun Medical, Camp Willy",Added Sump Pumps,2525 McGaw Ave,Irvine,CA, 441 OC ,,, Budget , Design/Build , Brian , S.P. , CA ,2/6/2018," $33,928 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-187,Westside Family Health Center,TI of existing 3 story building,3861 Sepulveda Blvd.,Culver City,CA, 11 LA ," 25,250 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,2/12/2019, $- , $-   ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-188,"B-Braun Medical, PAB Modular Furn Re-work",Re-work existing mod furn,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Brian , S.P. , CA ,2/7/2019," $2,640 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-189,"B-Braun Medical, Guard Shack",Add manual transfer switch,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Brian , S.P. , CA ,2/7/2019," $12,523 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-190,Providence light for Art,New light for art,5215 Torrance Blvd,Torrance,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2019," $2,300 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-191,Providence Site Utilities and Make Ready,New Site Utilities and Site Make Ready,501 S. Buena Vista Street,Burbank,CA, 11 LA ,, Site , Select Bid List , Engineered , Don V , Est. , CA ,2/26/2019," $1,388,538 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-192,"B|Bruan Medical, Load Shed ETAP",Install and wire load shed panels,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/8/2019,"$327,000 ",,,,,,,,,,,Awarded,,  $-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-193,"B|Braun Medical, Load Study",Load Study Sub A,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/8/2019," $1,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-194,AAA Glendora LED parking lot conversion,Convert lights to LED,,Glendora,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/11/2019," $9,070 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-195,AAA Temp power For power outage,Temp power for power outage,1234 Centinella,Irwindale,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/11/2019," $3,680 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-196,Olive St TI conduit rough for landlord service,Rework existing conduit and services,936 S. Olive St,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/14/2019," $21,825 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-197,PIMCO 6th and 7th floor IDF power,Add power in (4) IDF rooms,650 Newport Center,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/11/2019," $11,890 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-198,"Load Study RSD7, PSB, PSD",Load Study,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Brian , S.P. , CA ,2/12/2019," $3,600 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-199,Chevron Marine Terminal,FA,Chevron El Segundro,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,2/13/2019," $15,500 ",,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-200,"B|Braun Medical, Excel Line 4a-4b",New Excel Line Budget,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Budget , Engineered , Brian , S.P. , CA ,2/13/2019," $127,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-201,B|Braun Medical 5kv Gear Modifications,Eaton Cad Drawings,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Budget , Engineered , Brian , S.P. , CA ,2/13/2019," $6,407 ",,,,,,,,,,,Awarded,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-202,Kabafusion new outlet and circuit,New circuit and outlet suite 300,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/13/2019," $1,520 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-203,Thales new heater oultets,2 new 60 amp outlets in warehouse,53 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/14/2019," $7,597 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-204,Thales under floor outlet rework,new underfloor outlets,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/18/2019," $13,974 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-205,Lakeshore Towers GFCI main test,Test 4 mains and clean gear,Von Karman,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/18/2019," $12,890 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-206,"B|Braun Medical, Rapid Granulator Project",Increase size of Rapid Granulator,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/ Assist , Brian , S.P. , CA ,TBD, $- ,,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-207,Blizzard B16- Added lumenpuls lighting,lighting,16253 Laguna Canyon Rd,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,2/18/2019," $25,555 ",,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-208,CaliChem Storage Container Power Connections,Power connections for CaliChem,14271-B Corporate Dr.,Garden Grove,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Doyle , S.P. , CA ,2/22/2019," $27,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-209,AAA Insurance Area Restack   ,Restack cubicals  ,19810 Beach Blvd,Huntington Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/1/2019," $3,680 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-210,UCLA Health @ the BLOC,MOB Tenant Improvement,700 W. 7th Street,Los Angeles,CA, 11 LA ," 25,250 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,2/27/2019," $1,242,840 ", $49.22 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Turelk,Chris Gomez,Swinerton,Rita Yadegari,,,,,,,,,,,,,,,,,,,
19-211,"B|Braun Medical, Tray Unloader CBM",Reinstall of Line 1 to Line 2,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Brian , S.P. , CA ,2/25/2019," $74,200 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-212,HHNB Cancer Center Satelite Pharmacy Renovation,Renovate Ex. Cancer Cntr.Pharmacy,1 Hoag Drive,Newport Beach,CA, 441 OC , 530 , Hospital , Select Bid List , Engineered , Don V , Est. , CA ,3/5/2019," $53,396 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-213,"B|Braun Medical, Line 1 Vacuum Pump (CBM)",Electrical for Line 1 vacuum pump,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Budget , Design/Build , Brian , S.P. , CA ,2/22/2019," $16,593 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-214,"B|Braun Medical, Line 4 Vacuum Pump (CBM)",Electrical for Line 4 vacuum pump,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Budget , Design/Build , Brian , S.P. , CA ,2/22/2019," $11,477 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-215,"B|Braun Medical, Added Turnstile",Electrical for new turnstile,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/26/2019," $13,941 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-216,"B|Braun Medical, Strobing Beacon Lights",Added strobe beacons at restrooms,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/26/2019," $9,729 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-217,Blizzard B6 2nd Flr HVAC,HVAC Upgrades,16253 Laguna Canyon Rd,Irvine,CA, 441 OC , 340 , TI , Select Bid List , Engineered , Frank , Est. , CA ,2/26/2019," $10,774 ", $31.69 ," $4,678 ",,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-218,"B|Braun Medical, R&D Lab Cubes",Add (2) new circuits for furniture feeds,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/27/2019," $5,907 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-219,UCI Applied Innovation - 5270 California,Fire Alarm,5270 California,Irvine,CA, 441 OC ,, Fire Alarm ,, Engineered , Ron , P.M. , CA ,,,,,,,,,,,,,,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-220,UCI Applied Innovation - TI,Tenant improvement,5270 California,Irvine,CA, 441 OC ," 65,093 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,3/7/2019," $1,190,780 ", $18.29 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Turelk,Esmeralda Munoz,,,,,,,,,,,,,,,,,,,,,
19-221,Thales underfloor outlets for head end room,Rework power under floor ,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/24/2019," $16,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-222,"B-Braun Medical, 5KV Gear Repairs",Main Yard 5KV gear repairs,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/4/2019," $28,400 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-223,"B-Braun Medical, Sterilizer #14",Sterilizer #14 Budget,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/4/2019," $114,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-224,"B-Braun Medical, Cubicles at Engineering",New circuits for modular furniture,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/6/2019," $4,576 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-225,"B-Braun Medical, Main Hallway Lighting Project",Upgrade all main cooridor to LED flat panels,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,TBD, $- ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-226,HBC Epson Cabinet Replacemetn,Disconnect and reconnect cabinet power,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/6/2019," $2,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-227,Ready At Dawn,2nd and 3rd Floor Tenant Improvement,5271 California Ave.,Irvine,CA, 441 OC ," 34,945 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,3/13/2019," $568,176 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-228,Olive St AC conduit work,AC stub extentions roof and TI spaces,936 S. Olive St,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/11/2019," $11,948 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-229,GSLC AC feeder and network raceways,AC feeder and network raceways,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/29/2019," $16,240 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-230,MacArthur Café Tenant Improvement,1st Floor Ex. Café Remodel,4695 MacArthur,Newport Beach,CA, 441 OC ," 2,440 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,3/21/2019," $179,416 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-231,HHNB East Tower Lobby FREER,Tenant improvement,One Hoag Way,Newport Beach,CA, 441 OC ," 1,108 ", TI , Negotiated , Engineered , Frank , Est. , CA ,3/13/2019," $7,364 ",, $908 ,,,,,,15.00%,5.00%,,Pending,50%," $3,682 ",,,,,,,,,So. Coast Contrs.,David ,,,,,,,,,,,,,,,,,,,,,
19-232,HHNB Medical Records,Tenant improvement,One Hoag Way,Newport Beach,CA, 441 OC ," 1,108 ", TI , Negotiated , Engineered , Frank , Est. , CA ,3/13/2019," $18,658 ",," $3,953 ",,,,,,15.00%,5.00%,,Pending,50%," $9,329 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-233,"B-Braun Medical, Mixing Tanks Phase 2",New Mixing Tanks 1108 and 1110,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Competitive , Engineered , Brian , S.P. , CA ,3/27/2019," $121,314 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-234,Lakeshore Towers Parking Level 5 chargers,Add wire for new chargers,18101 Von Karman,Irvine,CA, 441 OC ,, Parking Structure , Select Bid List , Engineered , Doyle , S.P. , CA ,3/20/2019," $7,873 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-235,"B|Braun Medical, Raw Materials Beacon",Add Rotating Beacon and Buzzer,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/20/2019," $3,381 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-236,Ladera Sport café outlet and data drop,Add outlet for monitor and data,2 Terrace,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2019," $1,680 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-237,"B|Braun Medical, 5KV Upgrades Project (Gear Mods)",Furnish and Install Panel Extensions,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/1/2019," $14,710 ",," $8,368 ",,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-238,Building #14 Core & Shell,Six Story Core & Shell,645 N. Ross Street,Santa Ana,CA, 441 OC , n/a , Shell , Select Bid List , Engineered , Steve  , Est. , CA ,4/5/2019," $16,635,400 ", n/a ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Swinerton,,,,,,,,,,,,,,,,,,,,,,
19-239,Add outlet and cables for Chad H office,Add outlet and cables ,3333 Fairview Rd.,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/25/2019," $3,680 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-240,Mission Hospital MOB Tower 6 Restrooms,Replace light fixtures in RR on 1st-5th Fls,26732 Crown Valley,Mission Viejo,CA, 441 OC , 347 , Hospital , Select Bid List , Engineered , Don V , Est. , CA ,3/28/2019," $50,063 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-241,Mesa Water conference room budget,Budget for conference room,1965 Placentia Ave,Costa Mesa,CA, 441 OC ,, TI , Budget , Engineered , Doyle , S.P. , CA ,3/27/2019," $88,085 ",," $10,000 ",,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-242,"B|Braun Medical, Engineering Mezzanine ",Add (6) recepts and (6) TV Brackets,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,3/28/2019," $5,055 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-243,"B|Braun Medical, Reclamation",Add (2) receptacles for chemical pump,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/2/2019," $3,968 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-244,Kabafusion new circuits for new cubical feeds,Add 3 circuits for 3 cube whips,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/1/2019," $3,340 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-245,Remove and reconnect Fire Pump control panel,Electrical work for fire pump control,2709 E. 37th St,Vernon,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/29/2019," $3,800 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-246,Providence Breeze Parking fixture reprogram,Reprogram fixtures in parking structure,5215 Torrance Blvd.,Torrance,CA, 441 OC ,, Parking Structure , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/29/2019," $1,690 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-247,Epson Carson add 11 new fixtures in warehouse,Add 11 new fixtures in warehouse,1450 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2019," $6,988 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-248,Deutsche Relamp fixtures with Customer furnished,Relamp fixtures with LED lamps,1761 St Andrews Place ,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/12/2019," $19,310 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-249,AAA reroute 2 circuits for new cubicals,Reroute 2 circuits for new cubicals,4800 Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2019," $2,560 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-250,Northrop Grumman Bldg 401 AMU Change Out,AMU Change Outs and New CU's,3520 East Ave M,Palmdale,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/4/2019," $191,950 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-251,"B|Braun Medical, Tusin Warehouse",Added outlet for charger,1200 Valencia ,Tustin ,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,4/3/2019," $3,305 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-252,Blizzard Bldg 16 service call,Service Call for no power to switch,16253 Laguna Canyon Dr.,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2019, $500 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-253,EV service installations,Install 2 new EV services,1154 & 1172 E. Dominguez St,Carson,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/5/2019," $22,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-254,PIMCO 5th and 6th floor restack,Restack cubicals and power,650 Newport Center,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/5/2019," $7,480 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
