Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
10-167,Edison Smart Connect TI,TI remodel,23 Parker,Irvine,CA, 441 OC ," 3,144 ", TI , Select Bid List , Engineered , Doyle , Est. , CA ,6/1/2010," $77,250 ",,,,,,,,,,Lost,0%,,,,,,,,,,Syska,Randy Fetters,,,,,,,,,,,,,,,,,,,,,
10-168,Pac Life 3rd Floor TI,3rd Floor TI remodel,700 Newport Center Drive,Newport Beach,CA, 441 OC ," 54,000 ", TI , Select Bid List , Engineered , Rudy , Est. , CA ,6/10/2010," $598,700 ",,,,,,,,,,Lost,0%,,,,,,,,,,Turelk,,,,,,,,,,,,,,,,,,,,,,
10-169,Mission Hosp. OR AH Replacement,Replace OR Air Handler,27700 Medical Ctr. Rd,Mission Viejo,CA, 441 OC ,, Hospital , Competitive , Engineered , Rudy , Est. , CA ,6/4/2010," $72,700 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,CBSI,Randy Cudworth,,,,,,,,,,,,,,,,,,,,,
10-170,Newport Lido 507 new circuti,New circuit for copier suite 507,351 Hospital Rd,Newport Beach,CA , 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,6/7/2010," $1,500 ",,,,,,,,,,Awarded,100%,,,,,,,,Newport Lido,Debi Boler,Newport Lido,Debi Boler,,,,,,,,,,,,,,,,,,,,,
10-171,Baxter Platform Upgrade Lighting,Exterior Lighting of Equipment Platform,4501 Colorado Blvd,Los Angeles,CA, 11 LA ," 3,300 ", Industrial , Budget , Design/Build , Frank , Est. , CA ,6/9/2010," $15,375 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Vertical Const,Eric Van Vlet,,,,,,,,,,,,,,,,,,,,,
10-172,Hoag SPD Washer Replacement,Modify power for Washer,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , Est. , CA ,6/9/2010," $4,674 ",,,,,,,,,,Awarded,100%,,,,,,,,Hoag,Scott Neiderhiser,Hoag,Scott Neiderhiser,,,,,,,,,,,,,,,,,,,,,
10-173,Kaiser Flouro Infrasture Improvements,1st and 2nd floor power additions,10800 Magnolia Ave,Riverside,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/16/2010," $7,300 ",,,,,,,,,,Awarded,100%,,,,,,,,Kaiser,Larry Finlayson,Kaiser,Larry Finlayson,,,,,,,,,,,,,,,,,,,,,
10-174,Hoag 10th floor Telemetry Nurse tower,10th floor nurses tower remodel,1 Hoag Drive,Newport Beach,CA, 441 OC , 199 , Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,6/22/2010," $9,700 ",,,,,,,,,,Awarded,100%, $- ,8/2/2010,,,,,,Deb,Scott Shellhammer,Deb,Scott Shellhammer,Zone,Ryan Berry,,,,,,,,,,,,,,,,,,,
10-175,Chapman Knott Lighting Repair,Relamp/ballast 45 existing fixtures,Palm Ave,Orange,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,6/14/2010," $2,860 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-176,St Joseph Data Center,Install 3- 225KVA PDU's,1515 orangewood,Anaheim,CA, 441 OC ,, Comercial , Competitive , Design/Build , Randy D. , P.M. , CA ,6/15/2010," $39,900 ",,,,,,,,,,Awarded,100%, $- ,Est 8/1/10,,,,,,GKK Works,Derrick Gutierrez,,,,,,,,,,,,,,,,,,,,,,,
10-177,St Jude PS#2 Camera Addition,Install security cameras at PS,2141 N. Harbor Blvd,Fullerton ,CA, 441 OC ,, Comercial , Competitive , Design/Build , Randy D. , P.M. , CA ,3/9/2010," $67,500 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,PDC,Mike Hernandez,,,,,,,,,,,,,,,,,,,,,
10-178,Baxter Aspect Fill Complex,Clean Room Remodel,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Engineered , Frank , Est. , CA ,6/23/2010," $25,380 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-179,Hoag HVI,OR/ Recover TI,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jeff P. , Est. , CA ,,,,,,,,,,,,Not Built,0%, $- ,12/1/2010,,,,,,,,Hoag Hospital,Bruce Kuch,,,,,,,,,,,,,,,,,,,,,
10-180,SCE Irvine Bypass Replacement,Work for UPSCO to replace switch,,Irvine,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Doyle , Est. , CA ,6/23/2010," $20,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-181,Hoag Pathology Lab Renovation,Path Lab Renovation,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Rudy , Est. , CA ,6/24/2010," $9,145 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Zone ,Ryan Berry,Zone ,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
10-182,Tustin Metrolink Pkg Structure,5 Tier parking structure,,,CA, 441 OC ,, Parking Structure , Competitive , Engineered , Rudy , Est. , CA ,7/7/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-183,Hoag EVS Relocation,,,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,7/7/2010," $125,620 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Kemp,,AV,,Zone,,DEB,,,,,,,,,,,,,,,,
10-184,Kaiser Ontario Fire Alarm System,Fire alarm system replacement,2151 South Turner Ave,Ontario,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,7/7/2010," $79,045 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Kaiser Facility,Rudy D,,,,,,,,,,,,,,,,,,,,,
10-185,Satellite Dialysis,TI for new dialysis clinic,8716 Garfield Ave,Southgate,CA, 11 LA ," 10,035 ", Hospital , Competitive , Design/Build , Rudy , Est. , CA ,7/13/2010," $292,400 ",,,,,,,,,,Lost,0%,,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
10-186,"Irvine Spectrum, Bldg. 300","Demo ER in Bldg 500, move to Bldg 300",51 Fortune Drive,Irvine,CA, 441 OC ,, Site , Competitive , Engineered , Rudy , Est. , CA ,7/15/2010," $203,000 ",,,,,,,,,,Lost,0%,,,,,,,,,,ISC,Mike Paquette,,,,,,,,,,,,,,,,,,,,,
10-187,Chapman Magnablast Retrofit,Retrofit 12KV Main Switch,,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,7/20/2010," $38,374 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-188,Chapman Residence Pole Light Add,Add 2 new pole lights,,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,7/20/2010," $8,000 ",,,,,,,,,,Not Built,0%,,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-189,Semtech,,,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,7/20/2010," $121,900 ",,,,,,,,,,Lost,1%,,,,,,,,,,Roel,,,,,,,,,,,,,,,,,,,,,,
10-190,ST Joseph UPS Budget,"See Est, 10-209",,Orange,CA, 441 OC ,, Hospital , Budget , Design/Build , Doyle , Est. , CA ,7/16/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,GKK,Derrick Gutierrez,,,,,,,,,,,,,,,,,,,,,
10-191,Hoag Irvine Pkg 3 FA Pricing,Raceways and backboxes PKG 3,,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , Est. , CA ,7/16/2010," $40,092 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Detection Logic,Dale Rask,,,,,,,,,,,,,,,,,,,,,
10-192,Thales Prototype Lab Power,One stut/power/data drop in lab,58 Discovery,Irvine,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , Est. , CA ,7/19/2010, $832 ,,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-193,Golden State Foods Headquarters,Tenant Improvement,,,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,7/27/2010," $353,170 ",,,,,,,,,,Lost,0%,,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
10-194,OCC Annual Master Agreement,Annual Master Agreement for Projects,2701 Fairview,Costa Mesa,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , Est. , CA ,7/21/2010,,,,,,,,,,,Awarded,100%,,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
10-195,Chapman LED Office Lighting,6 new 2x4 LED fixtures,1 University Drive,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,7/23/2010," $6,170 ",,,,,,,,,,Not Built,0%,,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-196,Hoag Irvine 03-003 IB,,16200 Sand Canyon,Irvine,CA , 441 OC ,, Hospital , Negotiated , Engineered , Bill , P.M. , CA ,7/24/2010," $5,328 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Larry Sandoval,,,,,,,,,,,,,,,,,,,,,
10-197,Hoag Irvine 03-007 IB,,16200 Sand Canyon,Irvine,CA , 441 OC ,, Hospital , Negotiated , Engineered , Bill , P.M. , CA ,11/5/2010," $1,814 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Larry Sandoval,,,,,,,,,,,,,,,,,,,,,
10-198,Newport Lido Suite 223 Renovation,Suite 223 ekectrical modifications,361 Hospital Rd,Newport Beach,CA , 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,7/26/2010," $4,569 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
10-199,Chapman Residence Primary,Extend primary stub to vault,Walnut & Center,Orange,CA , 441 OC ,, Site , Negotiated , Design/Build , Doyle , Est. , CA ,7/30/2010," $17,740 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-200,Hoag Irvine 03-012 IB,,16200 Sand Canyon,Irvine,CA , 441 OC ,, Hospital , Negotiated , Engineered , Bill , P.M. , CA ,7/27/2010," $21,868 ",,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-201,3800 Chapman 7th floor Maguire,Budget for TI on 7th floor,3800 Chapman,Orange,CA, 441 OC ,, TI , Budget , Engineered , Ron , P.M. , CA ,7/27/2010," $27,800 ",,,,,,,,,,Lost,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-202,Hoag MRI Trailer Removal,Disconnect and remove MRI Trailer,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Doyle , Est. , CA ,8/30/2010," $9,110 ",,,,,,,,,,Awarded,100%,,7/27/2010,,,,,,,,DEB,Scott Shellhammer,,,,,,,,,,,,,,,,,,,,,
10-203,South Coast Service Upgrade,Add 2 new Edison vaults and modify,,Costa Mesa,CA, 441 OC ,, Site , Competitive , Engineered , Doyle , Est. , CA ,8/11/2010," $115,230 ",,,,,,,,,,Lost,0%,,,,,,,,,,Herst & Sebert,Scott Hurst,,,,,,,,,,,,,,,,,,,,,
10-204,OCC Room 140 & 216 Outlets,Add new circuits in 2 class rooms,Fairview and Adams,Costa Mesa,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , Est. , CA ,8/16/2010," $13,650 ",,,,,,,,,,Awarded,100%,,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
10-205,Newport Lido #210 receptacles,Add new circuits and receptalce,351 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,7/30/2010," $1,020 ",,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-206,Spectrum Phase 1 Plaza,Lighting Plaza Improvements,,Irvine,CA, 441 OC ,, Site , Competitive , Engineered , Doyle , Est. , CA ,8/9/2010," $90,650 ",,,,,,,,,,Lost,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-207,CSUF T.I.Phase 1 Demo,Tenant Improvement,3 Banting,Irvine,CA, 441 OC ," 65,729 ", TI , Competitive , Engineered , Rudy , Est. , CA ,8/10/2010," $464,300 ",,,,,,,,,,Lost,0%,,,,,,,,,,Turelk,Louis ,DBAC,Phin Banning,Roel Constr,Rick ,Corporate Bldg,,,,,,,,,,,,,,,,"Demo bid= $50,803"
10-208,Fireman's Fund T.I,Tenant Improvement,5 Peters Canyon,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Ron , P.M. , CA ,8/12/2010," $86,400 ",,,,,,,,,,Lost,0%,,,,,,,,,,Turelk,C. Capper,,,,,,,,,,,,,,,,,,,,,
10-209,St Joseph Data Center 300KVA UPS Addition (ROM),"Install 300 KVA UPS, DB, PDU's",1515 orangewood,Anaheim,CA, 441 OC ,, Specialty , Competitive , Design/Build , Randy D. , P.M. , CA ,8/9/2010," $600,000 ",,,,,,,,,,Lost,20%, $- ,9/1/2010,,,,,,GKK Works,Derrick Gutierrez,,,,,,,,,,,,,,,,,,,,,,,Over Budget
10-210,Shorecliff Service Replacement,,,,CA, 441 OC ,, Site , Competitive , Engineered , Doyle , Est. , CA ,,,,,,,,,,,,Not Bid,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-211,Hoag Irvine IB 03-018,,12500 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Bill , P.M. , CA ,8/10/2010," $21,280 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Hoag,Larry Sandoval,,,,,,,,,,,,,,,,,,,,,
10-212,Kaiser Downey Pharmacy,Pharmacy upgrade,9521 Dalen Street,Downey,CA, 11 LA ,, TI , Competitive , Engineered , Rudy , Est. , CA ,8/11/2010," $39,190 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Kaiser,Rudy Dehoyos,,,,,,,,,,,,,,,,,,,,,
10-213,Hoag Irvine IB 03-020,,12500 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Bill , P.M. , CA ,8/27/2010,10976,,,,,,,,,,Awarded,100%,,,,,,,,,,Hoag,Larry Sandoval,,,,,,,,,,,,,,,,,,,,,
10-214,OC Sanitation Plant 1 Renovation,new valves and sensors,Ward Street,Fountain Valley,CA, 441 OC ,, Industrial , Public Works , Design/ Assist , Doyle , Est. , CA ,,,,,,,,,,,,Not Bid,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-215,Chapman Memorial President Ltg,President Storeroom Lighting,1 University Drive,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,8/13/2010," $1,375 ",,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-216,18301 Von Karman Cooridor Prjt,Cooridor and Restroom Remodel,18301 Von Karman,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,8/19/2010," $16,700 ",,,,,,,,,,Lost,0%,,,,,,,,,,HBC,Greg Guba,,,,,,,,,,,,,,,,,,,,,
10-217,Kaiser Pharmacy Narcotics Vault,New narcotics vault,9521 Dalen Street,Downey,CA, 441 OC ,, TI , Competitive , Engineered , Rudy , Est. , CA ,8/20/2010," $37,450 ",,,,,,,,,,Lost,0%,,,,,,,,,,Kaiser,Rudy Dehoyos,,,,,,,,,,,,,,,,,,,,,
10-218,Hoag Irvine MRI Trailer ,Install new feeder for MRI Trailer,12500 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Budget , Design/ Assist , Bill , P.M. , CA ,8/25/2010," $35,556 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Hoag,Bill Quiram,,,,,,,,,,,,,,,,,,,,,
10-219,Kaiser Sherman Way FA Upgrade,FA upgrade,11666 Sherman Way,North Hollwood,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Ron , P.M. , CA ,8/27/2010," $272,002 ",,,,,,,,,,Lost,0%,,,,,,,,,,Kaiser,,,,,,,,,,,,,,,,,,,,,,
10-220,Riverside Medical Center OTC Shelving,Undercounter Lighting,10800 Magnolia Ave,Riverside,CA, 440 RS ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,8/26/2010," $6,810 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-221,HHI - SPD Auto Doors,Add new circuits for (3) new auto doors,12500 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Budget , Design/ Assist , Bill , P.M. , CA ,8/25/2010," $5,783 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Cylix Shane,,,,,,,,,,,,,,,,,,,,,
10-222,Chpaman Library LED retrofit,14 new LED modules for reference desk,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,8/27/2010," $3,220 ",,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-223,Hoag Speech Therapy,power & lighting remodel,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,8/31/2010," $16,398 ",,,,,,,,,,Unknown,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-224,Kaiser Downey Pharmacy - Upgrade BMS,R&R existing motion sensors & install new,9521 Dalen Street,Downey,CA, 11 LA ,, Comercial , Competitive , Engineered , Randy D. , P.M. , CA ,8/3/2010," $28,624 ",,,,,,,,,,Awarded,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-225,Hoag Med Records - R&R (E) Flex,R&R existing flex conduits,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,8/31/2010," $5,339 ",,,,,,,,,,Lost,100%, $- ,,,,,,,,,Zone,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
10-226,Hoag Med Records - Panel Feeders,Re-feed (E) Pnls from normal power,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,8/31/2010," $26,395 ",,,,,,,,,,Not Built,100%,,,,,,,,,,Zone,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,YOU MUST COPY FORM THE LIST BELOW EACH COLUMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 441 OC ,, TI , Negotiated , Engineered , Jeff P. , Est. , CA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 11 LA ,, Site , Select Bid List , Design/Build , Jody , P.M. , NV ,,,,,,,,,,,,Awarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 440 RS ,, Shell , Competitive , Design/ Assist , Doyle ,, DATA ,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 477 SB ,, Hospital , Public Works ,, Rudy ,,,,,,,,,,,,,,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 40 LA-Studio ,, Industrial , Budget ,, Jeff K. ,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, 401 Reno ,, Specialty ,,, Ron ,,,,,,,,,,,,,,Not Built,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, Parking Structure ,,, Frank ,,,,,,,,,,,,,,Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, Comercial ,,, Randy P. ,,,,,,,,,,,,,,Prospect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Caronne ,,,,,,,,,,,,,,Not Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Bill ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, John ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Randy D. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Nathan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Dan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Jeff S. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, Lee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
